indice_tiempo,region_de_destino,categoria_del_hotel,tarifa_media_diaria_en_usd,observaciones
2015-06-01,CABA,3 estrellas/boutiques/aparts,62.63,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,CABA,4 y 5 estrellas,102.44,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,CABA,Para Hoteles,25.56,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,CABA,Total,72.78,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,Cuyo,1 y 2 estrellas,42.57,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,Cuyo,3 estrellas/boutiques/aparts,59.38,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,Cuyo,4 y 5 estrellas,104.71,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,Cuyo,Para Hoteles,28.58,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,Cuyo,Total,67.62,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,Córdoba,1 y 2 estrellas,29.42,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,Córdoba,3 estrellas/boutiques/aparts,49.47,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,Córdoba,4 y 5 estrellas,77.77,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,Córdoba,Para Hoteles,63.56,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,Córdoba,Total,52.17,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,Litoral,1 y 2 estrellas,42.18,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,Litoral,3 estrellas/boutiques/aparts,52.73,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,Litoral,4 y 5 estrellas,87.33,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,Litoral,Para Hoteles,49.16,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,Litoral,Total,62.75,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,Norte,1 y 2 estrellas,47.2,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,Norte,3 estrellas/boutiques/aparts,73.27,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,Norte,4 y 5 estrellas,93.29,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,Norte,Para Hoteles,26.9,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,Norte,Total,63.02,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,Patagonia,1 y 2 estrellas,49.5,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,Patagonia,3 estrellas/boutiques/aparts,75.54,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,Patagonia,4 y 5 estrellas,107.96,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,Patagonia,Para Hoteles,44.87,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-06-01,Patagonia,Total,75.54,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Buenos Aires,1 y 2 estrellas,24.89,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Buenos Aires,3 estrellas/boutiques/aparts,73.44,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Buenos Aires,4 y 5 estrellas,103.55,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Buenos Aires,Para Hoteles,65.69,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Buenos Aires,Total,71.27,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,CABA,1 y 2 estrellas,43.42,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,CABA,3 estrellas/boutiques/aparts,63.63,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,CABA,4 y 5 estrellas,99.15,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,CABA,Para Hoteles,24.26,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,CABA,Total,70.8,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Cuyo,1 y 2 estrellas,50.14,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Cuyo,3 estrellas/boutiques/aparts,65.25,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Cuyo,4 y 5 estrellas,122.43,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Cuyo,Para Hoteles,50.06,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Cuyo,Total,79.47,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Córdoba,1 y 2 estrellas,35.3,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Córdoba,3 estrellas/boutiques/aparts,68.43,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Córdoba,4 y 5 estrellas,85.09,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Córdoba,Para Hoteles,96.68,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Córdoba,Total,71.51,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Litoral,1 y 2 estrellas,46.89,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Litoral,3 estrellas/boutiques/aparts,54.73,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Litoral,4 y 5 estrellas,106.46,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Litoral,Para Hoteles,59.17,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Litoral,Total,73.4,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Norte,1 y 2 estrellas,51.87,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Norte,3 estrellas/boutiques/aparts,81.74,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Norte,4 y 5 estrellas,104.29,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Norte,Para Hoteles,33.33,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Norte,Total,67.63,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Patagonia,1 y 2 estrellas,59.56,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Patagonia,3 estrellas/boutiques/aparts,96.12,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Patagonia,4 y 5 estrellas,162.54,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Patagonia,Para Hoteles,81.8,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-07-01,Patagonia,Total,101.99,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Buenos Aires,1 y 2 estrellas,24.49,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Buenos Aires,3 estrellas/boutiques/aparts,64.72,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Buenos Aires,4 y 5 estrellas,103.42,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Buenos Aires,Para Hoteles,50.5,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Buenos Aires,Total,62.72,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,CABA,1 y 2 estrellas,43.18,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,CABA,3 estrellas/boutiques/aparts,62.4,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,CABA,4 y 5 estrellas,99.2,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,CABA,Para Hoteles,25.05,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,CABA,Total,70.89,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Cuyo,1 y 2 estrellas,62.52,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Cuyo,3 estrellas/boutiques/aparts,63.85,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Cuyo,4 y 5 estrellas,126.34,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Cuyo,Para Hoteles,34.87,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Cuyo,Total,82.17,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Córdoba,1 y 2 estrellas,35.05,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Córdoba,3 estrellas/boutiques/aparts,61.32,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Córdoba,4 y 5 estrellas,83.28,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Córdoba,Para Hoteles,67.11,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Córdoba,Total,59.32,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Litoral,1 y 2 estrellas,46.5,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Litoral,3 estrellas/boutiques/aparts,52.75,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Litoral,4 y 5 estrellas,94.88,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Litoral,Para Hoteles,46.7,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Litoral,Total,65.83,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Norte,1 y 2 estrellas,53.99,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Norte,3 estrellas/boutiques/aparts,76.79,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Norte,4 y 5 estrellas,105.81,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Norte,Para Hoteles,31.39,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Norte,Total,69.8,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Patagonia,1 y 2 estrellas,45.66,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Patagonia,3 estrellas/boutiques/aparts,94,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Patagonia,4 y 5 estrellas,143.38,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Patagonia,Para Hoteles,65.25,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-08-01,Patagonia,Total,89.88,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-09-01,Buenos Aires,1 y 2 estrellas,26.11,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-09-01,Buenos Aires,3 estrellas/boutiques/aparts,65.15,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-09-01,Buenos Aires,4 y 5 estrellas,103.46,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-09-01,Buenos Aires,Para Hoteles,44.81,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-09-01,Buenos Aires,Total,62.92,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-09-01,CABA,1 y 2 estrellas,42.36,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-09-01,CABA,3 estrellas/boutiques/aparts,62.57,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-09-01,CABA,4 y 5 estrellas,99.74,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-09-01,CABA,Para Hoteles,27.16,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-09-01,CABA,Total,72.02,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-09-01,Cuyo,1 y 2 estrellas,45.63,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-09-01,Cuyo,3 estrellas/boutiques/aparts,58.75,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-09-01,Cuyo,4 y 5 estrellas,102.39,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-09-01,Cuyo,Para Hoteles,36.02,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-09-01,Cuyo,Total,70.07,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-09-01,Córdoba,1 y 2 estrellas,39.25,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-09-01,Córdoba,3 estrellas/boutiques/aparts,58.98,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-09-01,Córdoba,4 y 5 estrellas,79.13,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-09-01,Córdoba,Para Hoteles,60.13,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
2015-09-01,Córdoba,Total,57.41,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio
