indice_tiempo,region_de_destino,categoria_del_hotel,puestos_de_trabajo,observaciones
2013-05-01,Patagonia,Para Hoteles,1927,""
2013-06-01,Buenos Aires,1 y 2 estrellas,1028,""
2013-06-01,Buenos Aires,3 estrellas/boutiques/aparts,1836,""
2013-06-01,Buenos Aires,4 y 5 estrellas,1467,""
2013-06-01,Buenos Aires,Para Hoteles,1784,""
2013-06-01,CABA,1 y 2 estrellas,966,""
2013-06-01,CABA,3 estrellas/boutiques/aparts,3611,""
2013-06-01,CABA,4 y 5 estrellas,8485,""
2013-06-01,CABA,Para Hoteles,1604,""
2013-06-01,Cuyo,1 y 2 estrellas,1156,""
2013-06-01,Cuyo,3 estrellas/boutiques/aparts,2143,""
2013-06-01,Cuyo,4 y 5 estrellas,2644,""
2013-06-01,Cuyo,Para Hoteles,1105,""
2013-06-01,Córdoba,1 y 2 estrellas,1156,""
2013-06-01,Córdoba,3 estrellas/boutiques/aparts,1414,""
2013-06-01,Córdoba,4 y 5 estrellas,896,""
2013-06-01,Córdoba,Para Hoteles,2175,""
2013-06-01,Litoral,1 y 2 estrellas,968,""
2013-06-01,Litoral,3 estrellas/boutiques/aparts,1959,""
2013-06-01,Litoral,4 y 5 estrellas,3509,""
2013-06-01,Litoral,Para Hoteles,1539,""
2013-06-01,Norte,1 y 2 estrellas,1240,""
2013-06-01,Norte,3 estrellas/boutiques/aparts,2189,""
2013-06-01,Norte,4 y 5 estrellas,2058,""
2013-06-01,Norte,Para Hoteles,1619,""
2013-06-01,Patagonia,1 y 2 estrellas,1906,""
2013-06-01,Patagonia,3 estrellas/boutiques/aparts,2129,""
2013-06-01,Patagonia,4 y 5 estrellas,2537,""
2013-06-01,Patagonia,Para Hoteles,2161,""
2013-07-01,Buenos Aires,1 y 2 estrellas,971,""
2013-07-01,Buenos Aires,3 estrellas/boutiques/aparts,2012,""
2013-07-01,Buenos Aires,4 y 5 estrellas,1528,""
2013-07-01,Buenos Aires,Para Hoteles,1995,""
2013-07-01,CABA,1 y 2 estrellas,966,""
2013-07-01,CABA,3 estrellas/boutiques/aparts,3656,""
2013-07-01,CABA,4 y 5 estrellas,8412,""
2013-07-01,CABA,Para Hoteles,1563,""
2013-07-01,Cuyo,1 y 2 estrellas,1194,""
2013-07-01,Cuyo,3 estrellas/boutiques/aparts,2103,""
2013-07-01,Cuyo,4 y 5 estrellas,2854,""
2013-07-01,Cuyo,Para Hoteles,1084,""
2013-07-01,Córdoba,1 y 2 estrellas,1334,""
2013-07-01,Córdoba,3 estrellas/boutiques/aparts,1680,""
2013-07-01,Córdoba,4 y 5 estrellas,953,""
2013-07-01,Córdoba,Para Hoteles,2318,""
2013-07-01,Litoral,1 y 2 estrellas,961,""
2013-07-01,Litoral,3 estrellas/boutiques/aparts,1956,""
2013-07-01,Litoral,4 y 5 estrellas,3477,""
2013-07-01,Litoral,Para Hoteles,1597,""
2013-07-01,Norte,1 y 2 estrellas,1360,""
2013-07-01,Norte,3 estrellas/boutiques/aparts,2212,""
2013-07-01,Norte,4 y 5 estrellas,2062,""
2013-07-01,Norte,Para Hoteles,1772,""
2013-07-01,Patagonia,1 y 2 estrellas,2074,""
2013-07-01,Patagonia,3 estrellas/boutiques/aparts,2585,""
2013-07-01,Patagonia,4 y 5 estrellas,2999,""
2013-07-01,Patagonia,Para Hoteles,2647,""
2013-08-01,Buenos Aires,1 y 2 estrellas,925,""
2013-08-01,Buenos Aires,3 estrellas/boutiques/aparts,1814,""
2013-08-01,Buenos Aires,4 y 5 estrellas,1415,""
2013-08-01,Buenos Aires,Para Hoteles,2014,""
2013-08-01,CABA,1 y 2 estrellas,968,""
2013-08-01,CABA,3 estrellas/boutiques/aparts,3612,""
2013-08-01,CABA,4 y 5 estrellas,8550,""
2013-08-01,CABA,Para Hoteles,1583,""
2013-08-01,Cuyo,1 y 2 estrellas,1205,""
2013-08-01,Cuyo,3 estrellas/boutiques/aparts,2230,""
2013-08-01,Cuyo,4 y 5 estrellas,2947,""
2013-08-01,Cuyo,Para Hoteles,1093,""
2013-08-01,Córdoba,1 y 2 estrellas,1178,""
2013-08-01,Córdoba,3 estrellas/boutiques/aparts,1610,""
2013-08-01,Córdoba,4 y 5 estrellas,887,""
2013-08-01,Córdoba,Para Hoteles,2287,""
2013-08-01,Litoral,1 y 2 estrellas,1008,""
2013-08-01,Litoral,3 estrellas/boutiques/aparts,1903,""
2013-08-01,Litoral,4 y 5 estrellas,3440,""
2013-08-01,Litoral,Para Hoteles,1457,""
2013-08-01,Norte,1 y 2 estrellas,1279,""
2013-08-01,Norte,3 estrellas/boutiques/aparts,2199,""
2013-08-01,Norte,4 y 5 estrellas,2115,""
2013-08-01,Norte,Para Hoteles,1718,""
2013-08-01,Patagonia,1 y 2 estrellas,2104,""
2013-08-01,Patagonia,3 estrellas/boutiques/aparts,2540,""
2013-08-01,Patagonia,4 y 5 estrellas,3102,""
2013-08-01,Patagonia,Para Hoteles,2590,""
2013-09-01,Buenos Aires,1 y 2 estrellas,878,""
2013-09-01,Buenos Aires,3 estrellas/boutiques/aparts,1769,""
2013-09-01,Buenos Aires,4 y 5 estrellas,1593,""
2013-09-01,Buenos Aires,Para Hoteles,1978,""
2013-09-01,CABA,1 y 2 estrellas,964,""
2013-09-01,CABA,3 estrellas/boutiques/aparts,3603,""
2013-09-01,CABA,4 y 5 estrellas,8748,""
2013-09-01,CABA,Para Hoteles,1647,""
2013-09-01,Cuyo,1 y 2 estrellas,1190,""
2013-09-01,Cuyo,3 estrellas/boutiques/aparts,2216,""
2013-09-01,Cuyo,4 y 5 estrellas,2984,""
2013-09-01,Cuyo,Para Hoteles,1084,""
2013-09-01,Córdoba,1 y 2 estrellas,1355,""
2013-09-01,Córdoba,3 estrellas/boutiques/aparts,1514,""
2013-09-01,Córdoba,4 y 5 estrellas,944,""
2013-09-01,Córdoba,Para Hoteles,2320,""
2013-09-01,Litoral,1 y 2 estrellas,986,""
2013-09-01,Litoral,3 estrellas/boutiques/aparts,1906,""
2013-09-01,Litoral,4 y 5 estrellas,3549,""
2013-09-01,Litoral,Para Hoteles,1417,""
2013-09-01,Norte,1 y 2 estrellas,1306,""
2013-09-01,Norte,3 estrellas/boutiques/aparts,2302,""
2013-09-01,Norte,4 y 5 estrellas,2108,""
2013-09-01,Norte,Para Hoteles,1720,""
2013-09-01,Patagonia,1 y 2 estrellas,2255,""
2013-09-01,Patagonia,3 estrellas/boutiques/aparts,2489,""
2013-09-01,Patagonia,4 y 5 estrellas,3167,""
2013-09-01,Patagonia,Para Hoteles,2595,""
2013-10-01,Buenos Aires,1 y 2 estrellas,1114,""
2013-10-01,Buenos Aires,3 estrellas/boutiques/aparts,2119,""
2013-10-01,Buenos Aires,4 y 5 estrellas,1640,""
2013-10-01,Buenos Aires,Para Hoteles,2327,""
2013-10-01,CABA,1 y 2 estrellas,947,""
2013-10-01,CABA,3 estrellas/boutiques/aparts,3635,""
2013-10-01,CABA,4 y 5 estrellas,8795,""
2013-10-01,CABA,Para Hoteles,1663,""
2013-10-01,Cuyo,1 y 2 estrellas,1161,""
2013-10-01,Cuyo,3 estrellas/boutiques/aparts,2048,""
2013-10-01,Cuyo,4 y 5 estrellas,2731,""
2013-10-01,Cuyo,Para Hoteles,1077,""
2013-10-01,Córdoba,1 y 2 estrellas,1411,""
2013-10-01,Córdoba,3 estrellas/boutiques/aparts,1564,""
2013-10-01,Córdoba,4 y 5 estrellas,885,""
2013-10-01,Córdoba,Para Hoteles,2456,""
2013-10-01,Litoral,1 y 2 estrellas,949,""
2013-10-01,Litoral,3 estrellas/boutiques/aparts,1939,""
2013-10-01,Litoral,4 y 5 estrellas,3842,""
2013-10-01,Litoral,Para Hoteles,1415,""
2013-10-01,Norte,1 y 2 estrellas,1009,""
2013-10-01,Norte,3 estrellas/boutiques/aparts,2105,""
2013-10-01,Norte,4 y 5 estrellas,2071,""
2013-10-01,Norte,Para Hoteles,1630,""
2013-10-01,Patagonia,1 y 2 estrellas,1964,""
2013-10-01,Patagonia,3 estrellas/boutiques/aparts,2522,""
2013-10-01,Patagonia,4 y 5 estrellas,3037,""
2013-10-01,Patagonia,Para Hoteles,2495,""
2013-11-01,Buenos Aires,1 y 2 estrellas,1202,""
2013-11-01,Buenos Aires,3 estrellas/boutiques/aparts,2235,""
2013-11-01,Buenos Aires,4 y 5 estrellas,1748,""
2013-11-01,Buenos Aires,Para Hoteles,2454,""
2013-11-01,CABA,1 y 2 estrellas,968,""
2013-11-01,CABA,3 estrellas/boutiques/aparts,3669,""
2013-11-01,CABA,4 y 5 estrellas,9142,""
2013-11-01,CABA,Para Hoteles,1642,""
2013-11-01,Cuyo,1 y 2 estrellas,1268,""
2013-11-01,Cuyo,3 estrellas/boutiques/aparts,2155,""
2013-11-01,Cuyo,4 y 5 estrellas,2672,""
2013-11-01,Cuyo,Para Hoteles,1131,""
2013-11-01,Córdoba,1 y 2 estrellas,1361,""
2013-11-01,Córdoba,3 estrellas/boutiques/aparts,1468,""
2013-11-01,Córdoba,4 y 5 estrellas,877,""
2013-11-01,Córdoba,Para Hoteles,2395,""
2013-11-01,Litoral,1 y 2 estrellas,973,""
2013-11-01,Litoral,3 estrellas/boutiques/aparts,2217,""
2013-11-01,Litoral,4 y 5 estrellas,3789,""
2013-11-01,Litoral,Para Hoteles,1418,""
2013-11-01,Norte,1 y 2 estrellas,935,""
2013-11-01,Norte,3 estrellas/boutiques/aparts,2076,""
2013-11-01,Norte,4 y 5 estrellas,2134,""
2013-11-01,Norte,Para Hoteles,1714,""
2013-11-01,Patagonia,1 y 2 estrellas,1855,""
2013-11-01,Patagonia,3 estrellas/boutiques/aparts,2537,""
2013-11-01,Patagonia,4 y 5 estrellas,3044,""
2013-11-01,Patagonia,Para Hoteles,2611,""
2013-12-01,Buenos Aires,1 y 2 estrellas,1591,""
2013-12-01,Buenos Aires,3 estrellas/boutiques/aparts,2797,""
2013-12-01,Buenos Aires,4 y 5 estrellas,1893,""
2013-12-01,Buenos Aires,Para Hoteles,3048,""
2013-12-01,CABA,1 y 2 estrellas,940,""
2013-12-01,CABA,3 estrellas/boutiques/aparts,3628,""
2013-12-01,CABA,4 y 5 estrellas,8890,""
2013-12-01,CABA,Para Hoteles,1616,""
2013-12-01,Cuyo,1 y 2 estrellas,1240,""
2013-12-01,Cuyo,3 estrellas/boutiques/aparts,2099,""
2013-12-01,Cuyo,4 y 5 estrellas,2615,""
2013-12-01,Cuyo,Para Hoteles,1127,""
2013-12-01,Córdoba,1 y 2 estrellas,1396,""
2013-12-01,Córdoba,3 estrellas/boutiques/aparts,1450,""
2013-12-01,Córdoba,4 y 5 estrellas,939,""
2013-12-01,Córdoba,Para Hoteles,2370,""
2013-12-01,Litoral,1 y 2 estrellas,942,""
2013-12-01,Litoral,3 estrellas/boutiques/aparts,1938,""
2013-12-01,Litoral,4 y 5 estrellas,3563,""
2013-12-01,Litoral,Para Hoteles,1373,""
2013-12-01,Norte,1 y 2 estrellas,908,""
2013-12-01,Norte,3 estrellas/boutiques/aparts,1966,""
2013-12-01,Norte,4 y 5 estrellas,2051,""
2013-12-01,Norte,Para Hoteles,1588,""
2013-12-01,Patagonia,1 y 2 estrellas,2227,""
2013-12-01,Patagonia,3 estrellas/boutiques/aparts,2690,""
2013-12-01,Patagonia,4 y 5 estrellas,3097,""
2013-12-01,Patagonia,Para Hoteles,2808,""
2014-01-01,Buenos Aires,1 y 2 estrellas,2650,""
2014-01-01,Buenos Aires,3 estrellas/boutiques/aparts,3270,""
2014-01-01,Buenos Aires,4 y 5 estrellas,2262,""
2014-01-01,Buenos Aires,Para Hoteles,4269,""
2014-01-01,CABA,1 y 2 estrellas,1000,""
2014-01-01,CABA,3 estrellas/boutiques/aparts,3610,""
2014-01-01,CABA,4 y 5 estrellas,8668,""
2014-01-01,CABA,Para Hoteles,1690,""
2014-01-01,Cuyo,1 y 2 estrellas,1268,""
2014-01-01,Cuyo,3 estrellas/boutiques/aparts,2149,""
2014-01-01,Cuyo,4 y 5 estrellas,2641,""
2014-01-01,Cuyo,Para Hoteles,1167,""
2014-01-01,Córdoba,1 y 2 estrellas,1647,""
2014-01-01,Córdoba,3 estrellas/boutiques/aparts,1594,""
2014-01-01,Córdoba,4 y 5 estrellas,962,""
2014-01-01,Córdoba,Para Hoteles,2886,""
2014-01-01,Litoral,1 y 2 estrellas,947,""
2014-01-01,Litoral,3 estrellas/boutiques/aparts,2081,""
2014-01-01,Litoral,4 y 5 estrellas,3923,""
2014-01-01,Litoral,Para Hoteles,1642,""
2014-01-01,Norte,1 y 2 estrellas,867,""
2014-01-01,Norte,3 estrellas/boutiques/aparts,1931,""
2014-01-01,Norte,4 y 5 estrellas,1924,""
2014-01-01,Norte,Para Hoteles,1496,""
2014-01-01,Patagonia,1 y 2 estrellas,1974,""
2014-01-01,Patagonia,3 estrellas/boutiques/aparts,3064,""
2014-01-01,Patagonia,4 y 5 estrellas,3555,""
2014-01-01,Patagonia,Para Hoteles,3199,""
2014-02-01,Buenos Aires,1 y 2 estrellas,2548,""
2014-02-01,Buenos Aires,3 estrellas/boutiques/aparts,3101,""
2014-02-01,Buenos Aires,4 y 5 estrellas,2208,""
2014-02-01,Buenos Aires,Para Hoteles,3951,""
2014-02-01,CABA,1 y 2 estrellas,973,""
2014-02-01,CABA,3 estrellas/boutiques/aparts,3668,""
2014-02-01,CABA,4 y 5 estrellas,8659,""
2014-02-01,CABA,Para Hoteles,1675,""
2014-02-01,Cuyo,1 y 2 estrellas,1336,""
2014-02-01,Cuyo,3 estrellas/boutiques/aparts,2059,""
2014-02-01,Cuyo,4 y 5 estrellas,2769,""
2014-02-01,Cuyo,Para Hoteles,1165,""
2014-02-01,Córdoba,1 y 2 estrellas,1591,""
2014-02-01,Córdoba,3 estrellas/boutiques/aparts,1528,""
2014-02-01,Córdoba,4 y 5 estrellas,965,""
2014-02-01,Córdoba,Para Hoteles,2736,""
2014-02-01,Litoral,1 y 2 estrellas,1010,""
2014-02-01,Litoral,3 estrellas/boutiques/aparts,1989,""
2014-02-01,Litoral,4 y 5 estrellas,3729,""
2014-02-01,Litoral,Para Hoteles,1618,""
2014-02-01,Norte,1 y 2 estrellas,909,""
2014-02-01,Norte,3 estrellas/boutiques/aparts,1934,""
2014-02-01,Norte,4 y 5 estrellas,2048,""
2014-02-01,Norte,Para Hoteles,1484,""
2014-02-01,Patagonia,1 y 2 estrellas,1884,""
2014-02-01,Patagonia,3 estrellas/boutiques/aparts,3219,""
2014-02-01,Patagonia,4 y 5 estrellas,3469,""
2014-02-01,Patagonia,Para Hoteles,3174,""
2014-03-01,Buenos Aires,1 y 2 estrellas,1959,""
2014-03-01,Buenos Aires,3 estrellas/boutiques/aparts,2554,""
2014-03-01,Buenos Aires,4 y 5 estrellas,1861,""
2014-03-01,Buenos Aires,Para Hoteles,3382,""
2014-03-01,CABA,1 y 2 estrellas,977,""
2014-03-01,CABA,3 estrellas/boutiques/aparts,3571,""
2014-03-01,CABA,4 y 5 estrellas,8826,""
2014-03-01,CABA,Para Hoteles,1753,""
2014-03-01,Cuyo,1 y 2 estrellas,1351,""
2014-03-01,Cuyo,3 estrellas/boutiques/aparts,2109,""
2014-03-01,Cuyo,4 y 5 estrellas,2840,""
2014-03-01,Cuyo,Para Hoteles,1158,""
2014-03-01,Córdoba,1 y 2 estrellas,1404,""
2014-03-01,Córdoba,3 estrellas/boutiques/aparts,1515,""
2014-03-01,Córdoba,4 y 5 estrellas,951,""
2014-03-01,Córdoba,Para Hoteles,2586,""
2014-03-01,Litoral,1 y 2 estrellas,827,""
2014-03-01,Litoral,3 estrellas/boutiques/aparts,2167,""
2014-03-01,Litoral,4 y 5 estrellas,3868,""
2014-03-01,Litoral,Para Hoteles,1646,""
2014-03-01,Norte,1 y 2 estrellas,914,""
2014-03-01,Norte,3 estrellas/boutiques/aparts,1920,""
2014-03-01,Norte,4 y 5 estrellas,2045,""
2014-03-01,Norte,Para Hoteles,1499,""
2014-03-01,Patagonia,1 y 2 estrellas,1447,""
2014-03-01,Patagonia,3 estrellas/boutiques/aparts,2954,""
2014-03-01,Patagonia,4 y 5 estrellas,3239,""
2014-03-01,Patagonia,Para Hoteles,2627,""
2014-04-01,Buenos Aires,1 y 2 estrellas,1279,""
2014-04-01,Buenos Aires,3 estrellas/boutiques/aparts,2089,""
2014-04-01,Buenos Aires,4 y 5 estrellas,1838,""
2014-04-01,Buenos Aires,Para Hoteles,2498,""
2014-04-01,CABA,1 y 2 estrellas,930,""
2014-04-01,CABA,3 estrellas/boutiques/aparts,3541,""
2014-04-01,CABA,4 y 5 estrellas,8822,""
2014-04-01,CABA,Para Hoteles,1740,""
2014-04-01,Cuyo,1 y 2 estrellas,1356,""
2014-04-01,Cuyo,3 estrellas/boutiques/aparts,2289,""
2014-04-01,Cuyo,4 y 5 estrellas,2723,""
2014-04-01,Cuyo,Para Hoteles,1109,""
2014-04-01,Córdoba,1 y 2 estrellas,1383,""
2014-04-01,Córdoba,3 estrellas/boutiques/aparts,1464,""
2014-04-01,Córdoba,4 y 5 estrellas,948,""
2014-04-01,Córdoba,Para Hoteles,2478,""
2014-04-01,Litoral,1 y 2 estrellas,928,""
2014-04-01,Litoral,3 estrellas/boutiques/aparts,2060,""
2014-04-01,Litoral,4 y 5 estrellas,3692,""
2014-04-01,Litoral,Para Hoteles,1515,""
2014-04-01,Norte,1 y 2 estrellas,1218,""
2014-04-01,Norte,3 estrellas/boutiques/aparts,2011,""
2014-04-01,Norte,4 y 5 estrellas,2068,""
2014-04-01,Norte,Para Hoteles,1668,""
2014-04-01,Patagonia,1 y 2 estrellas,1540,""
2014-04-01,Patagonia,3 estrellas/boutiques/aparts,2664,""
2014-04-01,Patagonia,4 y 5 estrellas,3192,""
2014-04-01,Patagonia,Para Hoteles,2328,""
2014-05-01,Buenos Aires,1 y 2 estrellas,752,""
2014-05-01,Buenos Aires,3 estrellas/boutiques/aparts,1629,""
2014-05-01,Buenos Aires,4 y 5 estrellas,1454,""
2014-05-01,Buenos Aires,Para Hoteles,2175,""
2014-05-01,CABA,1 y 2 estrellas,948,""
2014-05-01,CABA,3 estrellas/boutiques/aparts,3610,""
2014-05-01,CABA,4 y 5 estrellas,8843,""
2014-05-01,CABA,Para Hoteles,1727,""
2014-05-01,Cuyo,1 y 2 estrellas,1373,""
2014-05-01,Cuyo,3 estrellas/boutiques/aparts,1912,""
2014-05-01,Cuyo,4 y 5 estrellas,2729,""
2014-05-01,Cuyo,Para Hoteles,1090,""
2014-05-01,Córdoba,1 y 2 estrellas,1221,""
2014-05-01,Córdoba,3 estrellas/boutiques/aparts,1416,""
2014-05-01,Córdoba,4 y 5 estrellas,927,""
2014-05-01,Córdoba,Para Hoteles,2081,""
2014-05-01,Litoral,1 y 2 estrellas,906,""
2014-05-01,Litoral,3 estrellas/boutiques/aparts,1992,""
2014-05-01,Litoral,4 y 5 estrellas,3641,""
2014-05-01,Litoral,Para Hoteles,1441,""
2014-05-01,Norte,1 y 2 estrellas,1272,""
2014-05-01,Norte,3 estrellas/boutiques/aparts,1940,""
2014-05-01,Norte,4 y 5 estrellas,2074,""
2014-05-01,Norte,Para Hoteles,1516,""
2014-05-01,Patagonia,1 y 2 estrellas,1442,""
2014-05-01,Patagonia,3 estrellas/boutiques/aparts,2307,""
2014-05-01,Patagonia,4 y 5 estrellas,2804,""
2014-05-01,Patagonia,Para Hoteles,1874,""
2014-06-01,Buenos Aires,1 y 2 estrellas,788,""
2014-06-01,Buenos Aires,3 estrellas/boutiques/aparts,1552,""
2014-06-01,Buenos Aires,4 y 5 estrellas,1453,""
2014-06-01,Buenos Aires,Para Hoteles,1662,""
2014-06-01,CABA,1 y 2 estrellas,948,""
2014-06-01,CABA,3 estrellas/boutiques/aparts,3611,""
2014-06-01,CABA,4 y 5 estrellas,8741,""
2014-06-01,CABA,Para Hoteles,1776,""
2014-06-01,Cuyo,1 y 2 estrellas,1349,""
2014-06-01,Cuyo,3 estrellas/boutiques/aparts,2066,""
2014-06-01,Cuyo,4 y 5 estrellas,2963,""
2014-06-01,Cuyo,Para Hoteles,1084,""
2014-06-01,Córdoba,1 y 2 estrellas,1107,""
2014-06-01,Córdoba,3 estrellas/boutiques/aparts,1420,""
2014-06-01,Córdoba,4 y 5 estrellas,941,""
2014-06-01,Córdoba,Para Hoteles,2010,""
2014-06-01,Litoral,1 y 2 estrellas,872,""
2014-06-01,Litoral,3 estrellas/boutiques/aparts,2046,""
2014-06-01,Litoral,4 y 5 estrellas,3689,""
2014-06-01,Litoral,Para Hoteles,1388,""
2014-06-01,Norte,1 y 2 estrellas,1367,""
2014-06-01,Norte,3 estrellas/boutiques/aparts,2070,""
2014-06-01,Norte,4 y 5 estrellas,2024,""
2014-06-01,Norte,Para Hoteles,1629,""
2014-06-01,Patagonia,1 y 2 estrellas,1776,""
2014-06-01,Patagonia,3 estrellas/boutiques/aparts,2494,""
2014-06-01,Patagonia,4 y 5 estrellas,3024,""
2014-06-01,Patagonia,Para Hoteles,2099,""
2014-07-01,Buenos Aires,1 y 2 estrellas,877,""
2014-07-01,Buenos Aires,3 estrellas/boutiques/aparts,1761,""
2014-07-01,Buenos Aires,4 y 5 estrellas,1469,""
2014-07-01,Buenos Aires,Para Hoteles,1811,""
2014-07-01,CABA,1 y 2 estrellas,987,""
2014-07-01,CABA,3 estrellas/boutiques/aparts,3687,""
2014-07-01,CABA,4 y 5 estrellas,8660,""
2014-07-01,CABA,Para Hoteles,1722,""
2014-07-01,Cuyo,1 y 2 estrellas,1328,""
2014-07-01,Cuyo,3 estrellas/boutiques/aparts,2196,""
2014-07-01,Cuyo,4 y 5 estrellas,2931,""
2014-07-01,Cuyo,Para Hoteles,1122,""
2014-07-01,Córdoba,1 y 2 estrellas,1282,""
2014-07-01,Córdoba,3 estrellas/boutiques/aparts,1462,""
2014-07-01,Córdoba,4 y 5 estrellas,942,""
2014-07-01,Córdoba,Para Hoteles,2263,""
2014-07-01,Litoral,1 y 2 estrellas,903,""
2014-07-01,Litoral,3 estrellas/boutiques/aparts,2090,""
2014-07-01,Litoral,4 y 5 estrellas,3651,""
2014-07-01,Litoral,Para Hoteles,1431,""
2014-07-01,Norte,1 y 2 estrellas,1417,""
2014-07-01,Norte,3 estrellas/boutiques/aparts,2039,""
2014-07-01,Norte,4 y 5 estrellas,2123,""
2014-07-01,Norte,Para Hoteles,1725,""
2014-07-01,Patagonia,1 y 2 estrellas,1879,""
2014-07-01,Patagonia,3 estrellas/boutiques/aparts,2773,""
2014-07-01,Patagonia,4 y 5 estrellas,3082,""
2014-07-01,Patagonia,Para Hoteles,2537,""
2014-08-01,Buenos Aires,1 y 2 estrellas,877,""
2014-08-01,Buenos Aires,3 estrellas/boutiques/aparts,1783,""
2014-08-01,Buenos Aires,4 y 5 estrellas,1541,""
2014-08-01,Buenos Aires,Para Hoteles,1954,""
2014-08-01,CABA,1 y 2 estrellas,996,""
2014-08-01,CABA,3 estrellas/boutiques/aparts,3682,""
2014-08-01,CABA,4 y 5 estrellas,8779,""
2014-08-01,CABA,Para Hoteles,1710,""
2014-08-01,Cuyo,1 y 2 estrellas,1312,""
2014-08-01,Cuyo,3 estrellas/boutiques/aparts,2096,""
2014-08-01,Cuyo,4 y 5 estrellas,3091,""
2014-08-01,Cuyo,Para Hoteles,1124,""
2014-08-01,Córdoba,1 y 2 estrellas,1188,""
2014-08-01,Córdoba,3 estrellas/boutiques/aparts,1431,""
2014-08-01,Córdoba,4 y 5 estrellas,982,""
2014-08-01,Córdoba,Para Hoteles,2060,""
2014-08-01,Litoral,1 y 2 estrellas,895,""
2014-08-01,Litoral,3 estrellas/boutiques/aparts,2129,""
2014-08-01,Litoral,4 y 5 estrellas,3665,""
2014-08-01,Litoral,Para Hoteles,1489,""
2014-08-01,Norte,1 y 2 estrellas,1343,""
2014-08-01,Norte,3 estrellas/boutiques/aparts,1981,""
2014-08-01,Norte,4 y 5 estrellas,2108,""
2014-08-01,Norte,Para Hoteles,1613,""
2014-08-01,Patagonia,1 y 2 estrellas,1922,""
2014-08-01,Patagonia,3 estrellas/boutiques/aparts,2801,""
2014-08-01,Patagonia,4 y 5 estrellas,3249,""
2014-08-01,Patagonia,Para Hoteles,2523,""
2014-09-01,Buenos Aires,1 y 2 estrellas,854,""
2014-09-01,Buenos Aires,3 estrellas/boutiques/aparts,1743,""
2014-09-01,Buenos Aires,4 y 5 estrellas,1601,""
2014-09-01,Buenos Aires,Para Hoteles,2152,""
2014-09-01,CABA,1 y 2 estrellas,962,""
2014-09-01,CABA,3 estrellas/boutiques/aparts,3675,""
2014-09-01,CABA,4 y 5 estrellas,8768,""
2014-09-01,CABA,Para Hoteles,1702,""
2014-09-01,Cuyo,1 y 2 estrellas,1275,""
2014-09-01,Cuyo,3 estrellas/boutiques/aparts,2132,""
2014-09-01,Cuyo,4 y 5 estrellas,2932,""
2014-09-01,Cuyo,Para Hoteles,1107,""
2014-09-01,Córdoba,1 y 2 estrellas,1294,""
2014-09-01,Córdoba,3 estrellas/boutiques/aparts,1436,""
2014-09-01,Córdoba,4 y 5 estrellas,939,""
2014-09-01,Córdoba,Para Hoteles,1995,""
2014-09-01,Litoral,1 y 2 estrellas,902,""
2014-09-01,Litoral,3 estrellas/boutiques/aparts,2032,""
2014-09-01,Litoral,4 y 5 estrellas,3731,""
2014-09-01,Litoral,Para Hoteles,1418,""
2014-09-01,Norte,1 y 2 estrellas,1301,""
2014-09-01,Norte,3 estrellas/boutiques/aparts,2129,""
2014-09-01,Norte,4 y 5 estrellas,2050,""
2014-09-01,Norte,Para Hoteles,1517,""
2014-09-01,Patagonia,1 y 2 estrellas,2029,""
2014-09-01,Patagonia,3 estrellas/boutiques/aparts,2857,""
2014-09-01,Patagonia,4 y 5 estrellas,3291,""
2014-09-01,Patagonia,Para Hoteles,2405,""
2014-10-01,Buenos Aires,1 y 2 estrellas,1048,""
2014-10-01,Buenos Aires,3 estrellas/boutiques/aparts,1974,""
2014-10-01,Buenos Aires,4 y 5 estrellas,1810,""
2014-10-01,Buenos Aires,Para Hoteles,2343,""
2014-10-01,CABA,1 y 2 estrellas,968,""
2014-10-01,CABA,3 estrellas/boutiques/aparts,3728,""
2014-10-01,CABA,4 y 5 estrellas,9029,""
2014-10-01,CABA,Para Hoteles,1697,""
2014-10-01,Cuyo,1 y 2 estrellas,1327,""
2014-10-01,Cuyo,3 estrellas/boutiques/aparts,2206,""
2014-10-01,Cuyo,4 y 5 estrellas,2827,""
2014-10-01,Cuyo,Para Hoteles,1078,""
2014-10-01,Córdoba,1 y 2 estrellas,1359,""
2014-10-01,Córdoba,3 estrellas/boutiques/aparts,1394,""
2014-10-01,Córdoba,4 y 5 estrellas,967,""
2014-10-01,Córdoba,Para Hoteles,2286,""
2014-10-01,Litoral,1 y 2 estrellas,891,""
2014-10-01,Litoral,3 estrellas/boutiques/aparts,1994,""
2014-10-01,Litoral,4 y 5 estrellas,3792,""
2014-10-01,Litoral,Para Hoteles,1548,""
2014-10-01,Norte,1 y 2 estrellas,996,""
2014-10-01,Norte,3 estrellas/boutiques/aparts,2013,""
2014-10-01,Norte,4 y 5 estrellas,2078,""
2014-10-01,Norte,Para Hoteles,1570,""
2014-10-01,Patagonia,1 y 2 estrellas,2002,""
2014-10-01,Patagonia,3 estrellas/boutiques/aparts,2769,""
2014-10-01,Patagonia,4 y 5 estrellas,3225,""
2014-10-01,Patagonia,Para Hoteles,2182,""
2014-11-01,Buenos Aires,1 y 2 estrellas,1152,""
2014-11-01,Buenos Aires,3 estrellas/boutiques/aparts,1978,""
2014-11-01,Buenos Aires,4 y 5 estrellas,1931,""
2014-11-01,Buenos Aires,Para Hoteles,3435,""
2014-11-01,CABA,1 y 2 estrellas,978,""
