indice_tiempo,region_de_destino,categoria_del_hotel,ingresos_por_habitacion_disponible_en_usd,observaciones
2023-01-01,Litoral,Para Hoteles,20.83,Calculado a valores de la cotización oficial de venta de la divisa.
2023-01-01,Litoral,Total,34.96,Calculado a valores de la cotización oficial de venta de la divisa.
2023-01-01,Norte,1 y 2 estrellas,11.04,Calculado a valores de la cotización oficial de venta de la divisa.
2023-01-01,Norte,3 estrellas/boutiques/aparts,23.64,Calculado a valores de la cotización oficial de venta de la divisa.
2023-01-01,Norte,4 y 5 estrellas,51.17,Calculado a valores de la cotización oficial de venta de la divisa.
2023-01-01,Norte,Para Hoteles,19.56,Calculado a valores de la cotización oficial de venta de la divisa.
2023-01-01,Norte,Total,25.8,Calculado a valores de la cotización oficial de venta de la divisa.
2023-01-01,Patagonia,1 y 2 estrellas,55.42,Calculado a valores de la cotización oficial de venta de la divisa.
2023-01-01,Patagonia,3 estrellas/boutiques/aparts,68.69,Calculado a valores de la cotización oficial de venta de la divisa.
2023-01-01,Patagonia,4 y 5 estrellas,129.6,Calculado a valores de la cotización oficial de venta de la divisa.
2023-01-01,Patagonia,Para Hoteles,47.9,Calculado a valores de la cotización oficial de venta de la divisa.
2023-01-01,Patagonia,Total,74.7,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Buenos Aires,1 y 2 estrellas,31.91,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Buenos Aires,3 estrellas/boutiques/aparts,77.63,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Buenos Aires,4 y 5 estrellas,74.08,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Buenos Aires,Para Hoteles,37.87,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Buenos Aires,Total,51.04,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,CABA,1 y 2 estrellas,22.49,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,CABA,3 estrellas/boutiques/aparts,45.94,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,CABA,4 y 5 estrellas,76.91,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,CABA,Para Hoteles,12.59,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,CABA,Total,54.81,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Cuyo,1 y 2 estrellas,18.86,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Cuyo,3 estrellas/boutiques/aparts,29.39,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Cuyo,4 y 5 estrellas,59.6,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Cuyo,Para Hoteles,20.28,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Cuyo,Total,33.52,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Córdoba,1 y 2 estrellas,26.95,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Córdoba,3 estrellas/boutiques/aparts,47.22,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Córdoba,4 y 5 estrellas,65.24,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Córdoba,Para Hoteles,53.66,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Córdoba,Total,45.4,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Litoral,1 y 2 estrellas,13.24,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Litoral,3 estrellas/boutiques/aparts,27.13,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Litoral,4 y 5 estrellas,48.13,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Litoral,Para Hoteles,22.09,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Litoral,Total,31.95,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Norte,1 y 2 estrellas,12.49,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Norte,3 estrellas/boutiques/aparts,22.24,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Norte,4 y 5 estrellas,54.64,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Norte,Para Hoteles,17.59,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Norte,Total,26.04,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Patagonia,1 y 2 estrellas,48.23,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Patagonia,3 estrellas/boutiques/aparts,66.51,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Patagonia,4 y 5 estrellas,112.29,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Patagonia,Para Hoteles,42.63,Calculado a valores de la cotización oficial de venta de la divisa.
2023-02-01,Patagonia,Total,66.43,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Buenos Aires,1 y 2 estrellas,15.15,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Buenos Aires,3 estrellas/boutiques/aparts,34.8,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Buenos Aires,4 y 5 estrellas,42.9,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Buenos Aires,Para Hoteles,19.02,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Buenos Aires,Total,26.24,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,CABA,1 y 2 estrellas,24.46,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,CABA,3 estrellas/boutiques/aparts,54.89,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,CABA,4 y 5 estrellas,87.18,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,CABA,Para Hoteles,13.93,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,CABA,Total,63.07,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Cuyo,1 y 2 estrellas,14.97,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Cuyo,3 estrellas/boutiques/aparts,21.27,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Cuyo,4 y 5 estrellas,71.42,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Cuyo,Para Hoteles,10.3,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Cuyo,Total,31.42,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Córdoba,1 y 2 estrellas,14.19,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Córdoba,3 estrellas/boutiques/aparts,28.88,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Córdoba,4 y 5 estrellas,46.9,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Córdoba,Para Hoteles,24.96,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Córdoba,Total,25.56,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Litoral,1 y 2 estrellas,9.93,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Litoral,3 estrellas/boutiques/aparts,28.64,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Litoral,4 y 5 estrellas,55.55,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Litoral,Para Hoteles,19.07,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Litoral,Total,34.23,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Norte,1 y 2 estrellas,12.56,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Norte,3 estrellas/boutiques/aparts,21.71,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Norte,4 y 5 estrellas,62.28,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Norte,Para Hoteles,11.04,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Norte,Total,25.65,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Patagonia,1 y 2 estrellas,35.31,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Patagonia,3 estrellas/boutiques/aparts,52.68,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Patagonia,4 y 5 estrellas,99.22,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Patagonia,Para Hoteles,28.17,Calculado a valores de la cotización oficial de venta de la divisa.
2023-03-01,Patagonia,Total,54.31,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Buenos Aires,1 y 2 estrellas,13.32,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Buenos Aires,3 estrellas/boutiques/aparts,26.36,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Buenos Aires,4 y 5 estrellas,34.63,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Buenos Aires,Para Hoteles,11.06,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Buenos Aires,Total,19.54,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,CABA,1 y 2 estrellas,26.73,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,CABA,3 estrellas/boutiques/aparts,56.12,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,CABA,4 y 5 estrellas,84.84,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,CABA,Para Hoteles,11.6,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,CABA,Total,61.73,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Cuyo,1 y 2 estrellas,16.34,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Cuyo,3 estrellas/boutiques/aparts,27.41,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Cuyo,4 y 5 estrellas,73.05,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Cuyo,Para Hoteles,8.59,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Cuyo,Total,34.09,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Córdoba,1 y 2 estrellas,12.1,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Córdoba,3 estrellas/boutiques/aparts,27.56,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Córdoba,4 y 5 estrellas,47.32,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Córdoba,Para Hoteles,21.47,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Córdoba,Total,23.68,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Litoral,1 y 2 estrellas,10.02,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Litoral,3 estrellas/boutiques/aparts,32.08,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Litoral,4 y 5 estrellas,46.88,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Litoral,Para Hoteles,18.58,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Litoral,Total,31.99,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Norte,1 y 2 estrellas,12.24,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Norte,3 estrellas/boutiques/aparts,21.86,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Norte,4 y 5 estrellas,64.58,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Norte,Para Hoteles,11.63,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Norte,Total,25.71,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Patagonia,1 y 2 estrellas,26.08,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Patagonia,3 estrellas/boutiques/aparts,40.82,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Patagonia,4 y 5 estrellas,80.55,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Patagonia,Para Hoteles,20.94,Calculado a valores de la cotización oficial de venta de la divisa.
2023-04-01,Patagonia,Total,44.13,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Buenos Aires,1 y 2 estrellas,9.48,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Buenos Aires,3 estrellas/boutiques/aparts,22.96,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Buenos Aires,4 y 5 estrellas,25.11,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Buenos Aires,Para Hoteles,6.88,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Buenos Aires,Total,14.66,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,CABA,1 y 2 estrellas,24.28,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,CABA,3 estrellas/boutiques/aparts,50.7,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,CABA,4 y 5 estrellas,81.48,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,CABA,Para Hoteles,12.23,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,CABA,Total,58.8,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Cuyo,1 y 2 estrellas,16.97,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Cuyo,3 estrellas/boutiques/aparts,25.62,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Cuyo,4 y 5 estrellas,91.97,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Cuyo,Para Hoteles,7.09,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Cuyo,Total,38.41,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Córdoba,1 y 2 estrellas,11,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Córdoba,3 estrellas/boutiques/aparts,29.11,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Córdoba,4 y 5 estrellas,45.16,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Córdoba,Para Hoteles,17.17,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Córdoba,Total,22.11,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Litoral,1 y 2 estrellas,10.52,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Litoral,3 estrellas/boutiques/aparts,25.39,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Litoral,4 y 5 estrellas,44.62,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Litoral,Para Hoteles,15.76,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Litoral,Total,28.36,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Norte,1 y 2 estrellas,11.46,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Norte,3 estrellas/boutiques/aparts,20.28,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Norte,4 y 5 estrellas,72.35,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Norte,Para Hoteles,9.3,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Norte,Total,26.02,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Patagonia,1 y 2 estrellas,23.14,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Patagonia,3 estrellas/boutiques/aparts,29.82,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Patagonia,4 y 5 estrellas,59.04,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Patagonia,Para Hoteles,14.69,Calculado a valores de la cotización oficial de venta de la divisa.
2023-05-01,Patagonia,Total,33.2,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Buenos Aires,1 y 2 estrellas,6.23,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Buenos Aires,3 estrellas/boutiques/aparts,17.46,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Buenos Aires,4 y 5 estrellas,22.84,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Buenos Aires,Para Hoteles,6.65,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Buenos Aires,Total,12.33,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,CABA,1 y 2 estrellas,26.05,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,CABA,3 estrellas/boutiques/aparts,53.94,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,CABA,4 y 5 estrellas,77.81,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,CABA,Para Hoteles,12.63,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,CABA,Total,57.61,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Cuyo,1 y 2 estrellas,15.74,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Cuyo,3 estrellas/boutiques/aparts,24.18,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Cuyo,4 y 5 estrellas,79.87,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Cuyo,Para Hoteles,6.83,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Cuyo,Total,34.15,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Córdoba,1 y 2 estrellas,11.22,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Córdoba,3 estrellas/boutiques/aparts,28.24,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Córdoba,4 y 5 estrellas,44.93,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Córdoba,Para Hoteles,18.39,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Córdoba,Total,22.37,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Litoral,1 y 2 estrellas,13,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Litoral,3 estrellas/boutiques/aparts,26.52,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Litoral,4 y 5 estrellas,48.57,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Litoral,Para Hoteles,19.46,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Litoral,Total,31.29,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Norte,1 y 2 estrellas,15.85,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Norte,3 estrellas/boutiques/aparts,38.81,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Norte,4 y 5 estrellas,74.78,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Norte,Para Hoteles,9.59,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Norte,Total,32.87,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Patagonia,1 y 2 estrellas,36.59,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Patagonia,3 estrellas/boutiques/aparts,40.2,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Patagonia,4 y 5 estrellas,75.65,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Patagonia,Para Hoteles,17.92,Calculado a valores de la cotización oficial de venta de la divisa.
2023-06-01,Patagonia,Total,43.16,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Buenos Aires,1 y 2 estrellas,8.37,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Buenos Aires,3 estrellas/boutiques/aparts,24.59,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Buenos Aires,4 y 5 estrellas,27.38,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Buenos Aires,Para Hoteles,9.15,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Buenos Aires,Total,16.45,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,CABA,1 y 2 estrellas,28.51,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,CABA,3 estrellas/boutiques/aparts,63.89,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,CABA,4 y 5 estrellas,91.48,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,CABA,Para Hoteles,14.88,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,CABA,Total,67.78,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Cuyo,1 y 2 estrellas,21.79,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Cuyo,3 estrellas/boutiques/aparts,34.98,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Cuyo,4 y 5 estrellas,93.15,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Cuyo,Para Hoteles,19.54,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Cuyo,Total,45.63,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Córdoba,1 y 2 estrellas,15.26,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Córdoba,3 estrellas/boutiques/aparts,33.81,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Córdoba,4 y 5 estrellas,56.45,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Córdoba,Para Hoteles,35.16,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Córdoba,Total,31.9,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Litoral,1 y 2 estrellas,12.53,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Litoral,3 estrellas/boutiques/aparts,32.56,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Litoral,4 y 5 estrellas,67.24,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Litoral,Para Hoteles,23.58,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Litoral,Total,40.63,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Norte,1 y 2 estrellas,27.66,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Norte,3 estrellas/boutiques/aparts,40.78,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Norte,4 y 5 estrellas,92.54,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Norte,Para Hoteles,20.72,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Norte,Total,42.71,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Patagonia,1 y 2 estrellas,61.23,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Patagonia,3 estrellas/boutiques/aparts,64.11,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Patagonia,4 y 5 estrellas,141.56,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Patagonia,Para Hoteles,34.2,Calculado a valores de la cotización oficial de venta de la divisa.
2023-07-01,Patagonia,Total,75.59,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Buenos Aires,1 y 2 estrellas,6.73,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Buenos Aires,3 estrellas/boutiques/aparts,21.99,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Buenos Aires,4 y 5 estrellas,25.95,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Buenos Aires,Para Hoteles,6.47,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Buenos Aires,Total,14.26,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,CABA,1 y 2 estrellas,23.97,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,CABA,3 estrellas/boutiques/aparts,55.47,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,CABA,4 y 5 estrellas,88.52,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,CABA,Para Hoteles,12.41,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,CABA,Total,63.39,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Cuyo,1 y 2 estrellas,16.36,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Cuyo,3 estrellas/boutiques/aparts,22.57,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Cuyo,4 y 5 estrellas,67.18,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Cuyo,Para Hoteles,8.15,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Cuyo,Total,31.29,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Córdoba,1 y 2 estrellas,9.13,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Córdoba,3 estrellas/boutiques/aparts,21.96,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Córdoba,4 y 5 estrellas,41.39,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Córdoba,Para Hoteles,16.1,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Córdoba,Total,19.16,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Litoral,1 y 2 estrellas,10.18,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Litoral,3 estrellas/boutiques/aparts,25.82,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Litoral,4 y 5 estrellas,46.05,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Litoral,Para Hoteles,16.81,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Litoral,Total,29.17,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Norte,1 y 2 estrellas,14.84,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Norte,3 estrellas/boutiques/aparts,24.25,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Norte,4 y 5 estrellas,70.09,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Norte,Para Hoteles,10.87,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Norte,Total,27.63,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Patagonia,1 y 2 estrellas,50.15,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Patagonia,3 estrellas/boutiques/aparts,61.36,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Patagonia,4 y 5 estrellas,118.38,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Patagonia,Para Hoteles,24.73,Calculado a valores de la cotización oficial de venta de la divisa.
2023-08-01,Patagonia,Total,64.7,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Buenos Aires,1 y 2 estrellas,10.19,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Buenos Aires,3 estrellas/boutiques/aparts,29.72,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Buenos Aires,4 y 5 estrellas,46.26,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Buenos Aires,Para Hoteles,12.13,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Buenos Aires,Total,21.95,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,CABA,1 y 2 estrellas,28.44,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,CABA,3 estrellas/boutiques/aparts,59.05,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,CABA,4 y 5 estrellas,87.86,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,CABA,Para Hoteles,12.89,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,CABA,Total,64.68,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Cuyo,1 y 2 estrellas,18.24,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Cuyo,3 estrellas/boutiques/aparts,25.09,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Cuyo,4 y 5 estrellas,83.26,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Cuyo,Para Hoteles,7.95,Calculado a valores de la cotización oficial de venta de la divisa.
