indice_tiempo,region_de_destino,categoria_del_hotel,ingresos_por_habitacion_disponible_en_usd,observaciones
2023-09-01,Cuyo,Total,36.99,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Córdoba,1 y 2 estrellas,10.18,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Córdoba,3 estrellas/boutiques/aparts,26.55,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Córdoba,4 y 5 estrellas,42.17,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Córdoba,Para Hoteles,17.91,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Córdoba,Total,21.2,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Litoral,1 y 2 estrellas,9.81,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Litoral,3 estrellas/boutiques/aparts,27.23,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Litoral,4 y 5 estrellas,49.62,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Litoral,Para Hoteles,15.1,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Litoral,Total,30.47,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Norte,1 y 2 estrellas,10.68,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Norte,3 estrellas/boutiques/aparts,26.54,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Norte,4 y 5 estrellas,77.39,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Norte,Para Hoteles,10.93,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Norte,Total,28.96,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Patagonia,1 y 2 estrellas,47.04,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Patagonia,3 estrellas/boutiques/aparts,59.86,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Patagonia,4 y 5 estrellas,111.46,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Patagonia,Para Hoteles,21.47,Calculado a valores de la cotización oficial de venta de la divisa.
2023-09-01,Patagonia,Total,60.39,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Buenos Aires,1 y 2 estrellas,9.81,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Buenos Aires,3 estrellas/boutiques/aparts,29.41,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Buenos Aires,4 y 5 estrellas,44.64,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Buenos Aires,Para Hoteles,11.52,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Buenos Aires,Total,21.74,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,CABA,1 y 2 estrellas,28.65,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,CABA,3 estrellas/boutiques/aparts,62.84,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,CABA,4 y 5 estrellas,91.12,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,CABA,Para Hoteles,14.27,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,CABA,Total,67.62,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Cuyo,1 y 2 estrellas,18.23,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Cuyo,3 estrellas/boutiques/aparts,27.56,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Cuyo,4 y 5 estrellas,74.7,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Cuyo,Para Hoteles,9.44,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Cuyo,Total,35.13,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Córdoba,1 y 2 estrellas,12.64,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Córdoba,3 estrellas/boutiques/aparts,30.48,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Córdoba,4 y 5 estrellas,45.94,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Córdoba,Para Hoteles,22.92,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Córdoba,Total,24.85,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Litoral,1 y 2 estrellas,10.51,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Litoral,3 estrellas/boutiques/aparts,27.73,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Litoral,4 y 5 estrellas,53.85,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Litoral,Para Hoteles,17.09,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Litoral,Total,32.59,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Norte,1 y 2 estrellas,10.6,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Norte,3 estrellas/boutiques/aparts,24.21,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Norte,4 y 5 estrellas,77.33,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Norte,Para Hoteles,9.77,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Norte,Total,28.36,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Patagonia,1 y 2 estrellas,47.23,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Patagonia,3 estrellas/boutiques/aparts,59.1,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Patagonia,4 y 5 estrellas,109.9,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Patagonia,Para Hoteles,24.6,Calculado a valores de la cotización oficial de venta de la divisa.
2023-10-01,Patagonia,Total,60.44,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Buenos Aires,1 y 2 estrellas,12.43,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Buenos Aires,3 estrellas/boutiques/aparts,34.54,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Buenos Aires,4 y 5 estrellas,54.74,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Buenos Aires,Para Hoteles,15.12,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Buenos Aires,Total,26.78,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,CABA,1 y 2 estrellas,35.4,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,CABA,3 estrellas/boutiques/aparts,76.87,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,CABA,4 y 5 estrellas,113.82,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,CABA,Para Hoteles,17.96,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,CABA,Total,84.22,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Cuyo,1 y 2 estrellas,16.17,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Cuyo,3 estrellas/boutiques/aparts,28.29,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Cuyo,4 y 5 estrellas,66.08,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Cuyo,Para Hoteles,11.23,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Cuyo,Total,32.95,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Córdoba,1 y 2 estrellas,14.15,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Córdoba,3 estrellas/boutiques/aparts,29.18,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Córdoba,4 y 5 estrellas,51.9,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Córdoba,Para Hoteles,18.33,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Córdoba,Total,24.09,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Litoral,1 y 2 estrellas,11.33,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Litoral,3 estrellas/boutiques/aparts,30.38,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Litoral,4 y 5 estrellas,55.32,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Litoral,Para Hoteles,17.19,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Litoral,Total,34.22,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Norte,1 y 2 estrellas,10.58,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Norte,3 estrellas/boutiques/aparts,23.19,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Norte,4 y 5 estrellas,65.25,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Norte,Para Hoteles,13.11,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Norte,Total,27.01,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Patagonia,1 y 2 estrellas,49.32,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Patagonia,3 estrellas/boutiques/aparts,60.28,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Patagonia,4 y 5 estrellas,146.15,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Patagonia,Para Hoteles,26.49,Calculado a valores de la cotización oficial de venta de la divisa.
2023-11-01,Patagonia,Total,71.94,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Buenos Aires,1 y 2 estrellas,11.21,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Buenos Aires,3 estrellas/boutiques/aparts,29.45,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Buenos Aires,4 y 5 estrellas,30.11,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Buenos Aires,Para Hoteles,13.25,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Buenos Aires,Total,19.95,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,CABA,1 y 2 estrellas,19.12,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,CABA,3 estrellas/boutiques/aparts,47.33,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,CABA,4 y 5 estrellas,73.2,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,CABA,Para Hoteles,10.21,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,CABA,Total,52.98,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Cuyo,1 y 2 estrellas,6.48,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Cuyo,3 estrellas/boutiques/aparts,11.06,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Cuyo,4 y 5 estrellas,33.18,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Cuyo,Para Hoteles,6.27,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Cuyo,Total,15.68,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Córdoba,1 y 2 estrellas,8.47,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Córdoba,3 estrellas/boutiques/aparts,19.77,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Córdoba,4 y 5 estrellas,28.29,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Córdoba,Para Hoteles,14.29,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Córdoba,Total,15.88,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Litoral,1 y 2 estrellas,6.12,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Litoral,3 estrellas/boutiques/aparts,18.17,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Litoral,4 y 5 estrellas,30.97,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Litoral,Para Hoteles,9.56,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Litoral,Total,19.46,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Norte,1 y 2 estrellas,5.7,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Norte,3 estrellas/boutiques/aparts,9.19,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Norte,4 y 5 estrellas,38.7,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Norte,Para Hoteles,4.37,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Norte,Total,13.64,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Patagonia,1 y 2 estrellas,26.77,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Patagonia,3 estrellas/boutiques/aparts,41.76,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Patagonia,4 y 5 estrellas,87,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Patagonia,Para Hoteles,18.43,Calculado a valores de la cotización oficial de venta de la divisa.
2023-12-01,Patagonia,Total,43.97,Calculado a valores de la cotización oficial de venta de la divisa.
2024-01-01,Buenos Aires,1 y 2 estrellas,22.09,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio.
2024-01-01,Buenos Aires,3 estrellas/boutiques/aparts,55.17,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio.
2024-01-01,Buenos Aires,4 y 5 estrellas,62.96,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio.
2024-01-01,Buenos Aires,Para Hoteles,34.57,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio.
2024-01-01,Buenos Aires,Total,40.17,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio.
2024-01-01,CABA,1 y 2 estrellas,15.11,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio.
2024-01-01,CABA,3 estrellas/boutiques/aparts,38.43,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio.
2024-01-01,CABA,4 y 5 estrellas,72.04,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio.
2024-01-01,CABA,Para Hoteles,7.45,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio.
2024-01-01,CABA,Total,49.73,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio.
2024-01-01,Cuyo,1 y 2 estrellas,8.79,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio.
2024-01-01,Cuyo,3 estrellas/boutiques/aparts,15.65,Calculado a valores de la cotización oficial de venta de la divisa. Dato provisorio.
