indice_tiempo,region_de_destino,categoria_del_hotel,ingresos_por_habitacion_disponible,observaciones
2021-06-01,Córdoba,4 y 5 estrellas,1246,""
2021-06-01,Córdoba,Para Hoteles,176.2,""
2021-06-01,Córdoba,Total,670.4,""
2021-06-01,Litoral,1 y 2 estrellas,294.4,""
2021-06-01,Litoral,3 estrellas/boutiques/aparts,308,""
2021-06-01,Litoral,4 y 5 estrellas,656.7,""
2021-06-01,Litoral,Para Hoteles,148.7,""
2021-06-01,Litoral,Total,412,""
2021-06-01,Norte,1 y 2 estrellas,317.4,""
2021-06-01,Norte,3 estrellas/boutiques/aparts,669.5,""
2021-06-01,Norte,4 y 5 estrellas,1544.5,""
2021-06-01,Norte,Para Hoteles,223.5,""
2021-06-01,Norte,Total,672.4,""
2021-06-01,Patagonia,1 y 2 estrellas,588,""
2021-06-01,Patagonia,3 estrellas/boutiques/aparts,812.3,""
2021-06-01,Patagonia,4 y 5 estrellas,1572.6,""
2021-06-01,Patagonia,Para Hoteles,459.2,""
2021-06-01,Patagonia,Total,852.5,""
2021-07-01,Buenos Aires,1 y 2 estrellas,539.9,""
2021-07-01,Buenos Aires,3 estrellas/boutiques/aparts,1438.4,""
2021-07-01,Buenos Aires,4 y 5 estrellas,2470.5,""
2021-07-01,Buenos Aires,Para Hoteles,815.3,""
2021-07-01,Buenos Aires,Total,1358.1,""
2021-07-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-07-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-07-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-07-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-07-01,CABA,Total,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-07-01,Cuyo,1 y 2 estrellas,740.5,""
2021-07-01,Cuyo,3 estrellas/boutiques/aparts,1409.3,""
2021-07-01,Cuyo,4 y 5 estrellas,2510.1,""
2021-07-01,Cuyo,Para Hoteles,649.6,""
2021-07-01,Cuyo,Total,1481.7,""
2021-07-01,Córdoba,1 y 2 estrellas,1065.3,""
2021-07-01,Córdoba,3 estrellas/boutiques/aparts,2882,""
2021-07-01,Córdoba,4 y 5 estrellas,3000.7,""
2021-07-01,Córdoba,Para Hoteles,3092,""
2021-07-01,Córdoba,Total,2487.4,""
2021-07-01,Litoral,1 y 2 estrellas,377.1,""
2021-07-01,Litoral,3 estrellas/boutiques/aparts,709.1,""
2021-07-01,Litoral,4 y 5 estrellas,2456.3,""
2021-07-01,Litoral,Para Hoteles,1335.2,""
2021-07-01,Litoral,Total,1465.7,""
2021-07-01,Norte,1 y 2 estrellas,737.6,""
2021-07-01,Norte,3 estrellas/boutiques/aparts,1519.1,""
2021-07-01,Norte,4 y 5 estrellas,3927.5,""
2021-07-01,Norte,Para Hoteles,641.4,""
2021-07-01,Norte,Total,1577.5,""
2021-07-01,Patagonia,1 y 2 estrellas,2262,""
2021-07-01,Patagonia,3 estrellas/boutiques/aparts,3678.1,""
2021-07-01,Patagonia,4 y 5 estrellas,7424.3,""
2021-07-01,Patagonia,Para Hoteles,1739.7,""
2021-07-01,Patagonia,Total,3926.4,""
2021-08-01,Buenos Aires,1 y 2 estrellas,605.6,""
2021-08-01,Buenos Aires,3 estrellas/boutiques/aparts,1241.1,""
2021-08-01,Buenos Aires,4 y 5 estrellas,2416.9,""
2021-08-01,Buenos Aires,Para Hoteles,650.8,""
2021-08-01,Buenos Aires,Total,1213.6,""
2021-08-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-08-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-08-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-08-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-08-01,CABA,Total,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-08-01,Cuyo,1 y 2 estrellas,682.3,""
2021-08-01,Cuyo,3 estrellas/boutiques/aparts,1148.6,""
2021-08-01,Cuyo,4 y 5 estrellas,1921.8,""
2021-08-01,Cuyo,Para Hoteles,464.7,""
2021-08-01,Cuyo,Total,1176.4,""
2021-08-01,Córdoba,1 y 2 estrellas,857.8,""
2021-08-01,Córdoba,3 estrellas/boutiques/aparts,2032.7,""
2021-08-01,Córdoba,4 y 5 estrellas,1937.9,""
2021-08-01,Córdoba,Para Hoteles,2115.6,""
2021-08-01,Córdoba,Total,1773.1,""
2021-08-01,Litoral,1 y 2 estrellas,401.2,""
2021-08-01,Litoral,3 estrellas/boutiques/aparts,773,""
2021-08-01,Litoral,4 y 5 estrellas,1959.3,""
2021-08-01,Litoral,Para Hoteles,839.5,""
2021-08-01,Litoral,Total,1200.4,""
2021-08-01,Norte,1 y 2 estrellas,588.5,""
2021-08-01,Norte,3 estrellas/boutiques/aparts,1629.8,""
2021-08-01,Norte,4 y 5 estrellas,4502.7,""
2021-08-01,Norte,Para Hoteles,635.6,""
2021-08-01,Norte,Total,1675.3,""
2021-08-01,Patagonia,1 y 2 estrellas,2183.9,""
2021-08-01,Patagonia,3 estrellas/boutiques/aparts,4091.4,""
2021-08-01,Patagonia,4 y 5 estrellas,8595.2,""
2021-08-01,Patagonia,Para Hoteles,2122.8,""
2021-08-01,Patagonia,Total,4395.6,""
2021-09-01,Buenos Aires,1 y 2 estrellas,481.1,""
2021-09-01,Buenos Aires,3 estrellas/boutiques/aparts,1211.9,""
2021-09-01,Buenos Aires,4 y 5 estrellas,2866.1,""
2021-09-01,Buenos Aires,Para Hoteles,685.8,""
2021-09-01,Buenos Aires,Total,1269.7,""
2021-09-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-09-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-09-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-09-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-09-01,CABA,Total,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-09-01,Cuyo,1 y 2 estrellas,596.3,""
2021-09-01,Cuyo,3 estrellas/boutiques/aparts,1356.7,""
2021-09-01,Cuyo,4 y 5 estrellas,2869.4,""
2021-09-01,Cuyo,Para Hoteles,563.5,""
2021-09-01,Cuyo,Total,1508.8,""
2021-09-01,Córdoba,1 y 2 estrellas,884.5,""
2021-09-01,Córdoba,3 estrellas/boutiques/aparts,2300.9,""
2021-09-01,Córdoba,4 y 5 estrellas,2283.2,""
2021-09-01,Córdoba,Para Hoteles,2336.6,""
2021-09-01,Córdoba,Total,1974.7,""
2021-09-01,Litoral,1 y 2 estrellas,377.2,""
2021-09-01,Litoral,3 estrellas/boutiques/aparts,1048.4,""
2021-09-01,Litoral,4 y 5 estrellas,2969.9,""
2021-09-01,Litoral,Para Hoteles,680,""
2021-09-01,Litoral,Total,1608.8,""
2021-09-01,Norte,1 y 2 estrellas,657.2,""
2021-09-01,Norte,3 estrellas/boutiques/aparts,1680.5,""
2021-09-01,Norte,4 y 5 estrellas,5831.6,""
2021-09-01,Norte,Para Hoteles,767.7,""
2021-09-01,Norte,Total,1977.5,""
2021-09-01,Patagonia,1 y 2 estrellas,4028.4,""
2021-09-01,Patagonia,3 estrellas/boutiques/aparts,4323.3,""
2021-09-01,Patagonia,4 y 5 estrellas,10574.6,""
2021-09-01,Patagonia,Para Hoteles,2064.3,""
2021-09-01,Patagonia,Total,5289.7,""
2021-10-01,Buenos Aires,1 y 2 estrellas,816,""
2021-10-01,Buenos Aires,3 estrellas/boutiques/aparts,1896.8,""
2021-10-01,Buenos Aires,4 y 5 estrellas,3132.3,""
2021-10-01,Buenos Aires,Para Hoteles,1065.7,""
2021-10-01,Buenos Aires,Total,1708.5,""
2021-10-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-10-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-10-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-10-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-10-01,CABA,Total,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-10-01,Cuyo,1 y 2 estrellas,970,""
2021-10-01,Cuyo,3 estrellas/boutiques/aparts,1501.6,""
2021-10-01,Cuyo,4 y 5 estrellas,4016.1,""
2021-10-01,Cuyo,Para Hoteles,752.9,""
2021-10-01,Cuyo,Total,1964.5,""
2021-10-01,Córdoba,1 y 2 estrellas,1186.4,""
2021-10-01,Córdoba,3 estrellas/boutiques/aparts,3079.6,""
2021-10-01,Córdoba,4 y 5 estrellas,2978.3,""
2021-10-01,Córdoba,Para Hoteles,2907.7,""
2021-10-01,Córdoba,Total,2515.6,""
2021-10-01,Litoral,1 y 2 estrellas,472.6,""
2021-10-01,Litoral,3 estrellas/boutiques/aparts,1212,""
2021-10-01,Litoral,4 y 5 estrellas,3413.3,""
2021-10-01,Litoral,Para Hoteles,1278.9,""
2021-10-01,Litoral,Total,1998,""
2021-10-01,Norte,1 y 2 estrellas,819.3,""
2021-10-01,Norte,3 estrellas/boutiques/aparts,1656.9,""
2021-10-01,Norte,4 y 5 estrellas,6133.9,""
2021-10-01,Norte,Para Hoteles,633,""
2021-10-01,Norte,Total,2086.1,""
2021-10-01,Patagonia,1 y 2 estrellas,2594.3,""
2021-10-01,Patagonia,3 estrellas/boutiques/aparts,3269.9,""
2021-10-01,Patagonia,4 y 5 estrellas,7552.1,""
2021-10-01,Patagonia,Para Hoteles,1575,""
2021-10-01,Patagonia,Total,3843.5,""
2021-11-01,Buenos Aires,1 y 2 estrellas,1238.7,""
2021-11-01,Buenos Aires,3 estrellas/boutiques/aparts,2315.5,""
2021-11-01,Buenos Aires,4 y 5 estrellas,4160.4,""
2021-11-01,Buenos Aires,Para Hoteles,1237.3,""
2021-11-01,Buenos Aires,Total,2053,""
2021-11-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-11-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-11-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-11-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-11-01,CABA,Total,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-11-01,Cuyo,1 y 2 estrellas,1028.3,""
2021-11-01,Cuyo,3 estrellas/boutiques/aparts,2040,""
2021-11-01,Cuyo,4 y 5 estrellas,4692.6,""
2021-11-01,Cuyo,Para Hoteles,758.8,""
2021-11-01,Cuyo,Total,2357.4,""
2021-11-01,Córdoba,1 y 2 estrellas,1171.1,""
2021-11-01,Córdoba,3 estrellas/boutiques/aparts,2845,""
2021-11-01,Córdoba,4 y 5 estrellas,3907.9,""
2021-11-01,Córdoba,Para Hoteles,2298,""
2021-11-01,Córdoba,Total,2307.3,""
2021-11-01,Litoral,1 y 2 estrellas,600.4,""
2021-11-01,Litoral,3 estrellas/boutiques/aparts,1495.3,""
2021-11-01,Litoral,4 y 5 estrellas,3610.6,""
2021-11-01,Litoral,Para Hoteles,1195.3,""
2021-11-01,Litoral,Total,2125.9,""
2021-11-01,Norte,1 y 2 estrellas,686.7,""
2021-11-01,Norte,3 estrellas/boutiques/aparts,1778.9,""
2021-11-01,Norte,4 y 5 estrellas,5463.8,""
2021-11-01,Norte,Para Hoteles,680.5,""
2021-11-01,Norte,Total,2004.7,""
2021-11-01,Patagonia,1 y 2 estrellas,2594.4,""
2021-11-01,Patagonia,3 estrellas/boutiques/aparts,3865.3,""
2021-11-01,Patagonia,4 y 5 estrellas,7655.9,""
2021-11-01,Patagonia,Para Hoteles,2043.2,""
2021-11-01,Patagonia,Total,4130.5,""
2021-12-01,Buenos Aires,1 y 2 estrellas,1763.9,""
2021-12-01,Buenos Aires,3 estrellas/boutiques/aparts,3915.8,""
2021-12-01,Buenos Aires,4 y 5 estrellas,4997.9,""
2021-12-01,Buenos Aires,Para Hoteles,2160.5,""
2021-12-01,Buenos Aires,Total,3035.9,""
2021-12-01,CABA,1 y 2 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-12-01,CABA,3 estrellas/boutiques/aparts,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-12-01,CABA,4 y 5 estrellas,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-12-01,CABA,Para Hoteles,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-12-01,CABA,Total,,Emergencia sanitaria. En CABA la información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2021-12-01,Cuyo,1 y 2 estrellas,925.7,""
2021-12-01,Cuyo,3 estrellas/boutiques/aparts,1842.5,""
2021-12-01,Cuyo,4 y 5 estrellas,4050.2,""
2021-12-01,Cuyo,Para Hoteles,862.7,""
2021-12-01,Cuyo,Total,2096.1,""
2021-12-01,Córdoba,1 y 2 estrellas,1187.2,""
2021-12-01,Córdoba,3 estrellas/boutiques/aparts,3258,""
2021-12-01,Córdoba,4 y 5 estrellas,3279.1,""
2021-12-01,Córdoba,Para Hoteles,2962.4,""
2021-12-01,Córdoba,Total,2571.1,""
2021-12-01,Litoral,1 y 2 estrellas,555.8,""
2021-12-01,Litoral,3 estrellas/boutiques/aparts,1775.9,""
2021-12-01,Litoral,4 y 5 estrellas,2988.9,""
2021-12-01,Litoral,Para Hoteles,1183.3,""
2021-12-01,Litoral,Total,1936.9,""
2021-12-01,Norte,1 y 2 estrellas,733.6,""
2021-12-01,Norte,3 estrellas/boutiques/aparts,1404.6,""
2021-12-01,Norte,4 y 5 estrellas,4214.8,""
2021-12-01,Norte,Para Hoteles,580.3,""
2021-12-01,Norte,Total,1638.8,""
2021-12-01,Patagonia,1 y 2 estrellas,2418.7,""
2021-12-01,Patagonia,3 estrellas/boutiques/aparts,4579.3,""
2021-12-01,Patagonia,4 y 5 estrellas,8419.8,""
2021-12-01,Patagonia,Para Hoteles,2564.4,""
2021-12-01,Patagonia,Total,4689.4,""
2022-01-01,Buenos Aires,1 y 2 estrellas,3978.4,""
2022-01-01,Buenos Aires,3 estrellas/boutiques/aparts,9915.1,""
2022-01-01,Buenos Aires,4 y 5 estrellas,12240,""
2022-01-01,Buenos Aires,Para Hoteles,5669.9,""
2022-01-01,Buenos Aires,Total,7192.8,""
2022-01-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,CABA,3 estrellas/boutiques/aparts,2388.8,""
2022-01-01,CABA,4 y 5 estrellas,3243.5,""
2022-01-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-01-01,CABA,Total,2574.2,""
2022-01-01,Cuyo,1 y 2 estrellas,1701.2,""
2022-01-01,Cuyo,3 estrellas/boutiques/aparts,3168.1,""
2022-01-01,Cuyo,4 y 5 estrellas,5824.4,""
2022-01-01,Cuyo,Para Hoteles,3226.7,""
2022-01-01,Cuyo,Total,3617.2,""
2022-01-01,Córdoba,1 y 2 estrellas,2364.9,""
2022-01-01,Córdoba,3 estrellas/boutiques/aparts,6002.7,""
2022-01-01,Córdoba,4 y 5 estrellas,4829.1,""
2022-01-01,Córdoba,Para Hoteles,6432.3,""
2022-01-01,Córdoba,Total,4917.6,""
2022-01-01,Litoral,1 y 2 estrellas,1011.3,""
2022-01-01,Litoral,3 estrellas/boutiques/aparts,1947,""
2022-01-01,Litoral,4 y 5 estrellas,4690.1,""
2022-01-01,Litoral,Para Hoteles,1802.9,""
2022-01-01,Litoral,Total,2880.1,""
2022-01-01,Norte,1 y 2 estrellas,1395.5,""
2022-01-01,Norte,3 estrellas/boutiques/aparts,3102.8,""
2022-01-01,Norte,4 y 5 estrellas,4848.7,""
2022-01-01,Norte,Para Hoteles,1779.9,""
2022-01-01,Norte,Total,2818,""
2022-01-01,Patagonia,1 y 2 estrellas,6102.1,""
2022-01-01,Patagonia,3 estrellas/boutiques/aparts,7276.3,""
2022-01-01,Patagonia,4 y 5 estrellas,14565.6,""
2022-01-01,Patagonia,Para Hoteles,5714,""
2022-01-01,Patagonia,Total,8131.9,""
2022-02-01,Buenos Aires,1 y 2 estrellas,3606.9,""
2022-02-01,Buenos Aires,3 estrellas/boutiques/aparts,9040,""
2022-02-01,Buenos Aires,4 y 5 estrellas,11523.2,""
2022-02-01,Buenos Aires,Para Hoteles,5008.9,""
2022-02-01,Buenos Aires,Total,6530.7,""
2022-02-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,CABA,3 estrellas/boutiques/aparts,2914.7,""
2022-02-01,CABA,4 y 5 estrellas,4610.7,""
2022-02-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-02-01,CABA,Total,3509.5,""
2022-02-01,Cuyo,1 y 2 estrellas,1780.2,""
2022-02-01,Cuyo,3 estrellas/boutiques/aparts,3454.5,""
2022-02-01,Cuyo,4 y 5 estrellas,6648.7,""
2022-02-01,Cuyo,Para Hoteles,2803,""
2022-02-01,Cuyo,Total,3883.5,""
2022-02-01,Córdoba,1 y 2 estrellas,2497.1,""
2022-02-01,Córdoba,3 estrellas/boutiques/aparts,5738.8,""
2022-02-01,Córdoba,4 y 5 estrellas,5519.7,""
2022-02-01,Córdoba,Para Hoteles,6399.7,""
2022-02-01,Córdoba,Total,4955.7,""
2022-02-01,Litoral,1 y 2 estrellas,931.9,""
2022-02-01,Litoral,3 estrellas/boutiques/aparts,2177.6,""
2022-02-01,Litoral,4 y 5 estrellas,5281.4,""
2022-02-01,Litoral,Para Hoteles,1897.7,""
2022-02-01,Litoral,Total,3148.8,""
2022-02-01,Norte,1 y 2 estrellas,1899.5,""
2022-02-01,Norte,3 estrellas/boutiques/aparts,3534.4,""
2022-02-01,Norte,4 y 5 estrellas,6640.9,""
2022-02-01,Norte,Para Hoteles,1848.7,""
2022-02-01,Norte,Total,3468.4,""
2022-02-01,Patagonia,1 y 2 estrellas,6504.4,""
2022-02-01,Patagonia,3 estrellas/boutiques/aparts,6977.3,""
2022-02-01,Patagonia,4 y 5 estrellas,13562.6,""
2022-02-01,Patagonia,Para Hoteles,5176.5,""
2022-02-01,Patagonia,Total,7805.6,""
2022-03-01,Buenos Aires,1 y 2 estrellas,2226.8,""
2022-03-01,Buenos Aires,3 estrellas/boutiques/aparts,4995.5,""
2022-03-01,Buenos Aires,4 y 5 estrellas,5390.9,""
2022-03-01,Buenos Aires,Para Hoteles,2281,""
2022-03-01,Buenos Aires,Total,3500.9,""
2022-03-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,CABA,3 estrellas/boutiques/aparts,3741.5,""
2022-03-01,CABA,4 y 5 estrellas,5885.8,""
2022-03-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-03-01,CABA,Total,4536.3,""
2022-03-01,Cuyo,1 y 2 estrellas,1581.1,""
2022-03-01,Cuyo,3 estrellas/boutiques/aparts,2982.8,""
2022-03-01,Cuyo,4 y 5 estrellas,7055.2,""
2022-03-01,Cuyo,Para Hoteles,1357,""
2022-03-01,Cuyo,Total,3612.4,""
2022-03-01,Córdoba,1 y 2 estrellas,1641,""
2022-03-01,Córdoba,3 estrellas/boutiques/aparts,3093.2,""
2022-03-01,Córdoba,4 y 5 estrellas,4005.3,""
2022-03-01,Córdoba,Para Hoteles,3659.3,""
2022-03-01,Córdoba,Total,3007,""
2022-03-01,Litoral,1 y 2 estrellas,867.7,""
2022-03-01,Litoral,3 estrellas/boutiques/aparts,1773,""
2022-03-01,Litoral,4 y 5 estrellas,6030.2,""
2022-03-01,Litoral,Para Hoteles,1414.3,""
2022-03-01,Litoral,Total,3259.5,""
2022-03-01,Norte,1 y 2 estrellas,1331.3,""
2022-03-01,Norte,3 estrellas/boutiques/aparts,2955.1,""
2022-03-01,Norte,4 y 5 estrellas,6170.1,""
2022-03-01,Norte,Para Hoteles,1354,""
2022-03-01,Norte,Total,2946.2,""
2022-03-01,Patagonia,1 y 2 estrellas,4894.2,""
2022-03-01,Patagonia,3 estrellas/boutiques/aparts,5578.2,""
2022-03-01,Patagonia,4 y 5 estrellas,11107.5,""
2022-03-01,Patagonia,Para Hoteles,3367.4,""
2022-03-01,Patagonia,Total,6103.2,""
2022-04-01,Buenos Aires,1 y 2 estrellas,1241.8,""
2022-04-01,Buenos Aires,3 estrellas/boutiques/aparts,3218,""
2022-04-01,Buenos Aires,4 y 5 estrellas,3893.8,""
2022-04-01,Buenos Aires,Para Hoteles,1203.8,""
2022-04-01,Buenos Aires,Total,2209.2,""
2022-04-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,CABA,3 estrellas/boutiques/aparts,4481.5,""
2022-04-01,CABA,4 y 5 estrellas,7003.7,""
2022-04-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-04-01,CABA,Total,5323.2,""
2022-04-01,Cuyo,1 y 2 estrellas,1397.8,""
2022-04-01,Cuyo,3 estrellas/boutiques/aparts,2873,""
2022-04-01,Cuyo,4 y 5 estrellas,6959.5,""
2022-04-01,Cuyo,Para Hoteles,1102.1,""
2022-04-01,Cuyo,Total,3420.4,""
2022-04-01,Córdoba,1 y 2 estrellas,1851.1,""
2022-04-01,Córdoba,3 estrellas/boutiques/aparts,3573.1,""
2022-04-01,Córdoba,4 y 5 estrellas,4368.6,""
2022-04-01,Córdoba,Para Hoteles,3123.6,""
2022-04-01,Córdoba,Total,3048.2,""
2022-04-01,Litoral,1 y 2 estrellas,947.6,""
2022-04-01,Litoral,3 estrellas/boutiques/aparts,2111.5,""
2022-04-01,Litoral,4 y 5 estrellas,5877.6,""
2022-04-01,Litoral,Para Hoteles,1478.2,""
2022-04-01,Litoral,Total,3303.9,""
2022-04-01,Norte,1 y 2 estrellas,1852,""
2022-04-01,Norte,3 estrellas/boutiques/aparts,4225.2,""
2022-04-01,Norte,4 y 5 estrellas,7413.4,""
2022-04-01,Norte,Para Hoteles,1380.8,""
2022-04-01,Norte,Total,3661.4,""
2022-04-01,Patagonia,1 y 2 estrellas,3723.3,""
2022-04-01,Patagonia,3 estrellas/boutiques/aparts,4127.8,""
2022-04-01,Patagonia,4 y 5 estrellas,10427,""
2022-04-01,Patagonia,Para Hoteles,2096,""
2022-04-01,Patagonia,Total,5067.7,""
2022-05-01,Buenos Aires,1 y 2 estrellas,656.5,""
2022-05-01,Buenos Aires,3 estrellas/boutiques/aparts,2086.4,""
2022-05-01,Buenos Aires,4 y 5 estrellas,2996.7,""
2022-05-01,Buenos Aires,Para Hoteles,650.3,""
2022-05-01,Buenos Aires,Total,1475.2,""
2022-05-01,CABA,1 y 2 estrellas,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,CABA,3 estrellas/boutiques/aparts,4364.3,""
2022-05-01,CABA,4 y 5 estrellas,5961.5,""
2022-05-01,CABA,Para Hoteles,,Dato que no corresponde presentar debido a la naturaleza de las cosas
2022-05-01,CABA,Total,4745.6,""
2022-05-01,Cuyo,1 y 2 estrellas,1328.8,""
2022-05-01,Cuyo,3 estrellas/boutiques/aparts,2490.5,""
2022-05-01,Cuyo,4 y 5 estrellas,5879.6,""
2022-05-01,Cuyo,Para Hoteles,512.9,""
2022-05-01,Cuyo,Total,2892.8,""
2022-05-01,Córdoba,1 y 2 estrellas,1070.6,""
2022-05-01,Córdoba,3 estrellas/boutiques/aparts,2363,""
2022-05-01,Córdoba,4 y 5 estrellas,4126.7,""
2022-05-01,Córdoba,Para Hoteles,1657.6,""
2022-05-01,Córdoba,Total,1986.1,""
2022-05-01,Litoral,1 y 2 estrellas,913,""
2022-05-01,Litoral,3 estrellas/boutiques/aparts,1972.7,""
2022-05-01,Litoral,4 y 5 estrellas,5027.6,""
2022-05-01,Litoral,Para Hoteles,1086.4,""
2022-05-01,Litoral,Total,2805.6,""
2022-05-01,Norte,1 y 2 estrellas,1360.5,""
2022-05-01,Norte,3 estrellas/boutiques/aparts,2344.6,""
2022-05-01,Norte,4 y 5 estrellas,6313.8,""
2022-05-01,Norte,Para Hoteles,1005.6,""
2022-05-01,Norte,Total,2628.6,""
2022-05-01,Patagonia,1 y 2 estrellas,2774.5,""
2022-05-01,Patagonia,3 estrellas/boutiques/aparts,3635.4,""
2022-05-01,Patagonia,4 y 5 estrellas,7189.3,""
2022-05-01,Patagonia,Para Hoteles,2040.9,""
2022-05-01,Patagonia,Total,4026.9,""
2022-06-01,Buenos Aires,1 y 2 estrellas,709.9,""
