indice_tiempo,region_de_destino,categoria_del_hotel,puestos_de_trabajo_equivalentes,observaciones
2013-05-01,Norte,Para Hoteles,1107,""
2013-05-01,Patagonia,1 y 2 estrellas,1305,""
2013-05-01,Patagonia,3 estrellas/boutiques/aparts,1818,""
2013-05-01,Patagonia,4 y 5 estrellas,2418,""
2013-05-01,Patagonia,Para Hoteles,1333,""
2013-06-01,Buenos Aires,1 y 2 estrellas,739,""
2013-06-01,Buenos Aires,3 estrellas/boutiques/aparts,1532,""
2013-06-01,Buenos Aires,4 y 5 estrellas,1283,""
2013-06-01,Buenos Aires,Para Hoteles,1400,""
2013-06-01,CABA,1 y 2 estrellas,917,""
2013-06-01,CABA,3 estrellas/boutiques/aparts,3480,""
2013-06-01,CABA,4 y 5 estrellas,8091,""
2013-06-01,CABA,Para Hoteles,1411,""
2013-06-01,Cuyo,1 y 2 estrellas,939,""
2013-06-01,Cuyo,3 estrellas/boutiques/aparts,1872,""
2013-06-01,Cuyo,4 y 5 estrellas,2472,""
2013-06-01,Cuyo,Para Hoteles,717,""
2013-06-01,Córdoba,1 y 2 estrellas,893,""
2013-06-01,Córdoba,3 estrellas/boutiques/aparts,1142,""
2013-06-01,Córdoba,4 y 5 estrellas,852,""
2013-06-01,Córdoba,Para Hoteles,1394,""
2013-06-01,Litoral,1 y 2 estrellas,841,""
2013-06-01,Litoral,3 estrellas/boutiques/aparts,1809,""
2013-06-01,Litoral,4 y 5 estrellas,3414,""
2013-06-01,Litoral,Para Hoteles,1076,""
2013-06-01,Norte,1 y 2 estrellas,1004,""
2013-06-01,Norte,3 estrellas/boutiques/aparts,1994,""
2013-06-01,Norte,4 y 5 estrellas,1951,""
2013-06-01,Norte,Para Hoteles,1113,""
2013-06-01,Patagonia,1 y 2 estrellas,1467,""
2013-06-01,Patagonia,3 estrellas/boutiques/aparts,1901,""
2013-06-01,Patagonia,4 y 5 estrellas,2458,""
2013-06-01,Patagonia,Para Hoteles,1461,""
2013-07-01,Buenos Aires,1 y 2 estrellas,766,""
2013-07-01,Buenos Aires,3 estrellas/boutiques/aparts,1721,""
2013-07-01,Buenos Aires,4 y 5 estrellas,1337,""
2013-07-01,Buenos Aires,Para Hoteles,1605,""
2013-07-01,CABA,1 y 2 estrellas,925,""
2013-07-01,CABA,3 estrellas/boutiques/aparts,3519,""
2013-07-01,CABA,4 y 5 estrellas,8029,""
2013-07-01,CABA,Para Hoteles,1377,""
2013-07-01,Cuyo,1 y 2 estrellas,1008,""
2013-07-01,Cuyo,3 estrellas/boutiques/aparts,1878,""
2013-07-01,Cuyo,4 y 5 estrellas,2727,""
2013-07-01,Cuyo,Para Hoteles,764,""
2013-07-01,Córdoba,1 y 2 estrellas,1089,""
2013-07-01,Córdoba,3 estrellas/boutiques/aparts,1408,""
2013-07-01,Córdoba,4 y 5 estrellas,926,""
2013-07-01,Córdoba,Para Hoteles,1629,""
2013-07-01,Litoral,1 y 2 estrellas,840,""
2013-07-01,Litoral,3 estrellas/boutiques/aparts,1775,""
2013-07-01,Litoral,4 y 5 estrellas,3389,""
2013-07-01,Litoral,Para Hoteles,1201,""
2013-07-01,Norte,1 y 2 estrellas,1180,""
2013-07-01,Norte,3 estrellas/boutiques/aparts,2007,""
2013-07-01,Norte,4 y 5 estrellas,1935,""
2013-07-01,Norte,Para Hoteles,1389,""
2013-07-01,Patagonia,1 y 2 estrellas,1970,""
2013-07-01,Patagonia,3 estrellas/boutiques/aparts,2398,""
2013-07-01,Patagonia,4 y 5 estrellas,2962,""
2013-07-01,Patagonia,Para Hoteles,2047,""
2013-08-01,Buenos Aires,1 y 2 estrellas,713,""
2013-08-01,Buenos Aires,3 estrellas/boutiques/aparts,1507,""
2013-08-01,Buenos Aires,4 y 5 estrellas,1269,""
2013-08-01,Buenos Aires,Para Hoteles,1606,""
2013-08-01,CABA,1 y 2 estrellas,927,""
2013-08-01,CABA,3 estrellas/boutiques/aparts,3473,""
2013-08-01,CABA,4 y 5 estrellas,8086,""
2013-08-01,CABA,Para Hoteles,1390,""
2013-08-01,Cuyo,1 y 2 estrellas,991,""
2013-08-01,Cuyo,3 estrellas/boutiques/aparts,1938,""
2013-08-01,Cuyo,4 y 5 estrellas,2772,""
2013-08-01,Cuyo,Para Hoteles,711,""
2013-08-01,Córdoba,1 y 2 estrellas,878,""
2013-08-01,Córdoba,3 estrellas/boutiques/aparts,1330,""
2013-08-01,Córdoba,4 y 5 estrellas,852,""
2013-08-01,Córdoba,Para Hoteles,1526,""
2013-08-01,Litoral,1 y 2 estrellas,866,""
2013-08-01,Litoral,3 estrellas/boutiques/aparts,1719,""
2013-08-01,Litoral,4 y 5 estrellas,3351,""
2013-08-01,Litoral,Para Hoteles,1074,""
2013-08-01,Norte,1 y 2 estrellas,1054,""
2013-08-01,Norte,3 estrellas/boutiques/aparts,2003,""
2013-08-01,Norte,4 y 5 estrellas,2006,""
2013-08-01,Norte,Para Hoteles,1191,""
2013-08-01,Patagonia,1 y 2 estrellas,1990,""
2013-08-01,Patagonia,3 estrellas/boutiques/aparts,2342,""
2013-08-01,Patagonia,4 y 5 estrellas,3038,""
2013-08-01,Patagonia,Para Hoteles,1915,""
2013-09-01,Buenos Aires,1 y 2 estrellas,706,""
2013-09-01,Buenos Aires,3 estrellas/boutiques/aparts,1501,""
2013-09-01,Buenos Aires,4 y 5 estrellas,1351,""
2013-09-01,Buenos Aires,Para Hoteles,1592,""
2013-09-01,CABA,1 y 2 estrellas,917,""
2013-09-01,CABA,3 estrellas/boutiques/aparts,3475,""
2013-09-01,CABA,4 y 5 estrellas,8234,""
2013-09-01,CABA,Para Hoteles,1445,""
2013-09-01,Cuyo,1 y 2 estrellas,990,""
2013-09-01,Cuyo,3 estrellas/boutiques/aparts,1902,""
2013-09-01,Cuyo,4 y 5 estrellas,2609,""
2013-09-01,Cuyo,Para Hoteles,737,""
2013-09-01,Córdoba,1 y 2 estrellas,1026,""
2013-09-01,Córdoba,3 estrellas/boutiques/aparts,1247,""
2013-09-01,Córdoba,4 y 5 estrellas,916,""
2013-09-01,Córdoba,Para Hoteles,1509,""
2013-09-01,Litoral,1 y 2 estrellas,859,""
2013-09-01,Litoral,3 estrellas/boutiques/aparts,1718,""
2013-09-01,Litoral,4 y 5 estrellas,3445,""
2013-09-01,Litoral,Para Hoteles,1049,""
2013-09-01,Norte,1 y 2 estrellas,1073,""
2013-09-01,Norte,3 estrellas/boutiques/aparts,2135,""
2013-09-01,Norte,4 y 5 estrellas,2009,""
2013-09-01,Norte,Para Hoteles,1227,""
2013-09-01,Patagonia,1 y 2 estrellas,2087,""
2013-09-01,Patagonia,3 estrellas/boutiques/aparts,2286,""
2013-09-01,Patagonia,4 y 5 estrellas,3107,""
2013-09-01,Patagonia,Para Hoteles,1910,""
2013-10-01,Buenos Aires,1 y 2 estrellas,810,""
2013-10-01,Buenos Aires,3 estrellas/boutiques/aparts,1705,""
2013-10-01,Buenos Aires,4 y 5 estrellas,1353,""
2013-10-01,Buenos Aires,Para Hoteles,1740,""
2013-10-01,CABA,1 y 2 estrellas,910,""
2013-10-01,CABA,3 estrellas/boutiques/aparts,3488,""
2013-10-01,CABA,4 y 5 estrellas,8192,""
2013-10-01,CABA,Para Hoteles,1458,""
2013-10-01,Cuyo,1 y 2 estrellas,967,""
2013-10-01,Cuyo,3 estrellas/boutiques/aparts,1812,""
2013-10-01,Cuyo,4 y 5 estrellas,2527,""
2013-10-01,Cuyo,Para Hoteles,726,""
2013-10-01,Córdoba,1 y 2 estrellas,1085,""
2013-10-01,Córdoba,3 estrellas/boutiques/aparts,1289,""
2013-10-01,Córdoba,4 y 5 estrellas,853,""
2013-10-01,Córdoba,Para Hoteles,1660,""
2013-10-01,Litoral,1 y 2 estrellas,831,""
2013-10-01,Litoral,3 estrellas/boutiques/aparts,1773,""
2013-10-01,Litoral,4 y 5 estrellas,3735,""
2013-10-01,Litoral,Para Hoteles,1055,""
2013-10-01,Norte,1 y 2 estrellas,805,""
2013-10-01,Norte,3 estrellas/boutiques/aparts,1804,""
2013-10-01,Norte,4 y 5 estrellas,1952,""
2013-10-01,Norte,Para Hoteles,1131,""
2013-10-01,Patagonia,1 y 2 estrellas,1788,""
2013-10-01,Patagonia,3 estrellas/boutiques/aparts,2281,""
2013-10-01,Patagonia,4 y 5 estrellas,2924,""
2013-10-01,Patagonia,Para Hoteles,1834,""
2013-11-01,Buenos Aires,1 y 2 estrellas,886,""
2013-11-01,Buenos Aires,3 estrellas/boutiques/aparts,1867,""
2013-11-01,Buenos Aires,4 y 5 estrellas,1497,""
2013-11-01,Buenos Aires,Para Hoteles,1853,""
2013-11-01,CABA,1 y 2 estrellas,929,""
2013-11-01,CABA,3 estrellas/boutiques/aparts,3544,""
2013-11-01,CABA,4 y 5 estrellas,8491,""
2013-11-01,CABA,Para Hoteles,1456,""
2013-11-01,Cuyo,1 y 2 estrellas,1043,""
2013-11-01,Cuyo,3 estrellas/boutiques/aparts,1866,""
2013-11-01,Cuyo,4 y 5 estrellas,2508,""
2013-11-01,Cuyo,Para Hoteles,745,""
2013-11-01,Córdoba,1 y 2 estrellas,1077,""
2013-11-01,Córdoba,3 estrellas/boutiques/aparts,1198,""
2013-11-01,Córdoba,4 y 5 estrellas,847,""
2013-11-01,Córdoba,Para Hoteles,1598,""
2013-11-01,Litoral,1 y 2 estrellas,845,""
2013-11-01,Litoral,3 estrellas/boutiques/aparts,1870,""
2013-11-01,Litoral,4 y 5 estrellas,3681,""
2013-11-01,Litoral,Para Hoteles,1075,""
2013-11-01,Norte,1 y 2 estrellas,772,""
2013-11-01,Norte,3 estrellas/boutiques/aparts,1742,""
2013-11-01,Norte,4 y 5 estrellas,1989,""
2013-11-01,Norte,Para Hoteles,1170,""
2013-11-01,Patagonia,1 y 2 estrellas,1709,""
2013-11-01,Patagonia,3 estrellas/boutiques/aparts,2326,""
2013-11-01,Patagonia,4 y 5 estrellas,2880,""
2013-11-01,Patagonia,Para Hoteles,1969,""
2013-12-01,Buenos Aires,1 y 2 estrellas,1074,""
2013-12-01,Buenos Aires,3 estrellas/boutiques/aparts,2386,""
2013-12-01,Buenos Aires,4 y 5 estrellas,1683,""
2013-12-01,Buenos Aires,Para Hoteles,2300,""
2013-12-01,CABA,1 y 2 estrellas,897,""
2013-12-01,CABA,3 estrellas/boutiques/aparts,3492,""
2013-12-01,CABA,4 y 5 estrellas,8340,""
2013-12-01,CABA,Para Hoteles,1437,""
2013-12-01,Cuyo,1 y 2 estrellas,953,""
2013-12-01,Cuyo,3 estrellas/boutiques/aparts,1791,""
2013-12-01,Cuyo,4 y 5 estrellas,2466,""
2013-12-01,Cuyo,Para Hoteles,721,""
2013-12-01,Córdoba,1 y 2 estrellas,1078,""
2013-12-01,Córdoba,3 estrellas/boutiques/aparts,1221,""
2013-12-01,Córdoba,4 y 5 estrellas,876,""
2013-12-01,Córdoba,Para Hoteles,1584,""
2013-12-01,Litoral,1 y 2 estrellas,796,""
2013-12-01,Litoral,3 estrellas/boutiques/aparts,1763,""
2013-12-01,Litoral,4 y 5 estrellas,3428,""
2013-12-01,Litoral,Para Hoteles,1013,""
2013-12-01,Norte,1 y 2 estrellas,679,""
2013-12-01,Norte,3 estrellas/boutiques/aparts,1745,""
2013-12-01,Norte,4 y 5 estrellas,1726,""
2013-12-01,Norte,Para Hoteles,991,""
2013-12-01,Patagonia,1 y 2 estrellas,1858,""
2013-12-01,Patagonia,3 estrellas/boutiques/aparts,2452,""
2013-12-01,Patagonia,4 y 5 estrellas,2939,""
2013-12-01,Patagonia,Para Hoteles,2092,""
2014-01-01,Buenos Aires,1 y 2 estrellas,2389,""
2014-01-01,Buenos Aires,3 estrellas/boutiques/aparts,3045,""
2014-01-01,Buenos Aires,4 y 5 estrellas,2060,""
2014-01-01,Buenos Aires,Para Hoteles,3778,""
2014-01-01,CABA,1 y 2 estrellas,937,""
2014-01-01,CABA,3 estrellas/boutiques/aparts,3486,""
2014-01-01,CABA,4 y 5 estrellas,8225,""
2014-01-01,CABA,Para Hoteles,1432,""
2014-01-01,Cuyo,1 y 2 estrellas,1026,""
2014-01-01,Cuyo,3 estrellas/boutiques/aparts,1898,""
2014-01-01,Cuyo,4 y 5 estrellas,2501,""
2014-01-01,Cuyo,Para Hoteles,897,""
2014-01-01,Córdoba,1 y 2 estrellas,1431,""
2014-01-01,Córdoba,3 estrellas/boutiques/aparts,1384,""
2014-01-01,Córdoba,4 y 5 estrellas,927,""
2014-01-01,Córdoba,Para Hoteles,2366,""
2014-01-01,Litoral,1 y 2 estrellas,842,""
2014-01-01,Litoral,3 estrellas/boutiques/aparts,1916,""
2014-01-01,Litoral,4 y 5 estrellas,3816,""
2014-01-01,Litoral,Para Hoteles,1351,""
2014-01-01,Norte,1 y 2 estrellas,732,""
2014-01-01,Norte,3 estrellas/boutiques/aparts,1652,""
2014-01-01,Norte,4 y 5 estrellas,1791,""
2014-01-01,Norte,Para Hoteles,1166,""
2014-01-01,Patagonia,1 y 2 estrellas,1765,""
2014-01-01,Patagonia,3 estrellas/boutiques/aparts,2836,""
2014-01-01,Patagonia,4 y 5 estrellas,3409,""
2014-01-01,Patagonia,Para Hoteles,2633,""
2014-02-01,Buenos Aires,1 y 2 estrellas,2243,""
2014-02-01,Buenos Aires,3 estrellas/boutiques/aparts,2861,""
2014-02-01,Buenos Aires,4 y 5 estrellas,2027,""
2014-02-01,Buenos Aires,Para Hoteles,3415,""
2014-02-01,CABA,1 y 2 estrellas,926,""
2014-02-01,CABA,3 estrellas/boutiques/aparts,3554,""
2014-02-01,CABA,4 y 5 estrellas,8242,""
2014-02-01,CABA,Para Hoteles,1467,""
2014-02-01,Cuyo,1 y 2 estrellas,1095,""
2014-02-01,Cuyo,3 estrellas/boutiques/aparts,1847,""
2014-02-01,Cuyo,4 y 5 estrellas,2669,""
2014-02-01,Cuyo,Para Hoteles,902,""
2014-02-01,Córdoba,1 y 2 estrellas,1376,""
2014-02-01,Córdoba,3 estrellas/boutiques/aparts,1308,""
2014-02-01,Córdoba,4 y 5 estrellas,928,""
2014-02-01,Córdoba,Para Hoteles,2130,""
2014-02-01,Litoral,1 y 2 estrellas,892,""
2014-02-01,Litoral,3 estrellas/boutiques/aparts,1838,""
2014-02-01,Litoral,4 y 5 estrellas,3596,""
2014-02-01,Litoral,Para Hoteles,1338,""
2014-02-01,Norte,1 y 2 estrellas,766,""
2014-02-01,Norte,3 estrellas/boutiques/aparts,1654,""
2014-02-01,Norte,4 y 5 estrellas,1927,""
2014-02-01,Norte,Para Hoteles,1152,""
2014-02-01,Patagonia,1 y 2 estrellas,1773,""
2014-02-01,Patagonia,3 estrellas/boutiques/aparts,3004,""
2014-02-01,Patagonia,4 y 5 estrellas,3373,""
2014-02-01,Patagonia,Para Hoteles,2620,""
2014-03-01,Buenos Aires,1 y 2 estrellas,1261,""
2014-03-01,Buenos Aires,3 estrellas/boutiques/aparts,2159,""
2014-03-01,Buenos Aires,4 y 5 estrellas,1624,""
2014-03-01,Buenos Aires,Para Hoteles,2480,""
2014-03-01,CABA,1 y 2 estrellas,927,""
2014-03-01,CABA,3 estrellas/boutiques/aparts,3454,""
2014-03-01,CABA,4 y 5 estrellas,8408,""
2014-03-01,CABA,Para Hoteles,1574,""
2014-03-01,Cuyo,1 y 2 estrellas,1117,""
2014-03-01,Cuyo,3 estrellas/boutiques/aparts,1837,""
2014-03-01,Cuyo,4 y 5 estrellas,2734,""
2014-03-01,Cuyo,Para Hoteles,858,""
2014-03-01,Córdoba,1 y 2 estrellas,1119,""
2014-03-01,Córdoba,3 estrellas/boutiques/aparts,1269,""
2014-03-01,Córdoba,4 y 5 estrellas,913,""
2014-03-01,Córdoba,Para Hoteles,1779,""
2014-03-01,Litoral,1 y 2 estrellas,736,""
2014-03-01,Litoral,3 estrellas/boutiques/aparts,2024,""
2014-03-01,Litoral,4 y 5 estrellas,3722,""
2014-03-01,Litoral,Para Hoteles,1293,""
2014-03-01,Norte,1 y 2 estrellas,764,""
2014-03-01,Norte,3 estrellas/boutiques/aparts,1704,""
2014-03-01,Norte,4 y 5 estrellas,1837,""
2014-03-01,Norte,Para Hoteles,1086,""
2014-03-01,Patagonia,1 y 2 estrellas,1335,""
2014-03-01,Patagonia,3 estrellas/boutiques/aparts,2684,""
2014-03-01,Patagonia,4 y 5 estrellas,3143,""
2014-03-01,Patagonia,Para Hoteles,2039,""
2014-04-01,Buenos Aires,1 y 2 estrellas,802,""
2014-04-01,Buenos Aires,3 estrellas/boutiques/aparts,1650,""
2014-04-01,Buenos Aires,4 y 5 estrellas,1631,""
2014-04-01,Buenos Aires,Para Hoteles,1898,""
2014-04-01,CABA,1 y 2 estrellas,888,""
2014-04-01,CABA,3 estrellas/boutiques/aparts,3440,""
2014-04-01,CABA,4 y 5 estrellas,8316,""
2014-04-01,CABA,Para Hoteles,1508,""
2014-04-01,Cuyo,1 y 2 estrellas,1091,""
2014-04-01,Cuyo,3 estrellas/boutiques/aparts,1945,""
2014-04-01,Cuyo,4 y 5 estrellas,2630,""
2014-04-01,Cuyo,Para Hoteles,791,""
2014-04-01,Córdoba,1 y 2 estrellas,1060,""
2014-04-01,Córdoba,3 estrellas/boutiques/aparts,1201,""
2014-04-01,Córdoba,4 y 5 estrellas,905,""
2014-04-01,Córdoba,Para Hoteles,1720,""
2014-04-01,Litoral,1 y 2 estrellas,787,""
2014-04-01,Litoral,3 estrellas/boutiques/aparts,1926,""
2014-04-01,Litoral,4 y 5 estrellas,3568,""
2014-04-01,Litoral,Para Hoteles,1227,""
2014-04-01,Norte,1 y 2 estrellas,945,""
2014-04-01,Norte,3 estrellas/boutiques/aparts,1735,""
2014-04-01,Norte,4 y 5 estrellas,1942,""
2014-04-01,Norte,Para Hoteles,1154,""
2014-04-01,Patagonia,1 y 2 estrellas,1346,""
2014-04-01,Patagonia,3 estrellas/boutiques/aparts,2430,""
2014-04-01,Patagonia,4 y 5 estrellas,3099,""
2014-04-01,Patagonia,Para Hoteles,1774,""
2014-05-01,Buenos Aires,1 y 2 estrellas,588,""
2014-05-01,Buenos Aires,3 estrellas/boutiques/aparts,1372,""
2014-05-01,Buenos Aires,4 y 5 estrellas,1344,""
2014-05-01,Buenos Aires,Para Hoteles,1679,""
2014-05-01,CABA,1 y 2 estrellas,901,""
2014-05-01,CABA,3 estrellas/boutiques/aparts,3468,""
2014-05-01,CABA,4 y 5 estrellas,8310,""
2014-05-01,CABA,Para Hoteles,1517,""
2014-05-01,Cuyo,1 y 2 estrellas,1090,""
2014-05-01,Cuyo,3 estrellas/boutiques/aparts,1700,""
2014-05-01,Cuyo,4 y 5 estrellas,2616,""
2014-05-01,Cuyo,Para Hoteles,732,""
2014-05-01,Córdoba,1 y 2 estrellas,953,""
2014-05-01,Córdoba,3 estrellas/boutiques/aparts,1186,""
2014-05-01,Córdoba,4 y 5 estrellas,893,""
2014-05-01,Córdoba,Para Hoteles,1381,""
2014-05-01,Litoral,1 y 2 estrellas,788,""
2014-05-01,Litoral,3 estrellas/boutiques/aparts,1874,""
2014-05-01,Litoral,4 y 5 estrellas,3542,""
2014-05-01,Litoral,Para Hoteles,1131,""
2014-05-01,Norte,1 y 2 estrellas,1005,""
2014-05-01,Norte,3 estrellas/boutiques/aparts,1650,""
2014-05-01,Norte,4 y 5 estrellas,1950,""
2014-05-01,Norte,Para Hoteles,1022,""
2014-05-01,Patagonia,1 y 2 estrellas,1327,""
2014-05-01,Patagonia,3 estrellas/boutiques/aparts,2062,""
2014-05-01,Patagonia,4 y 5 estrellas,2712,""
2014-05-01,Patagonia,Para Hoteles,1377,""
2014-06-01,Buenos Aires,1 y 2 estrellas,587,""
2014-06-01,Buenos Aires,3 estrellas/boutiques/aparts,1262,""
2014-06-01,Buenos Aires,4 y 5 estrellas,1309,""
2014-06-01,Buenos Aires,Para Hoteles,1314,""
2014-06-01,CABA,1 y 2 estrellas,888,""
2014-06-01,CABA,3 estrellas/boutiques/aparts,3508,""
2014-06-01,CABA,4 y 5 estrellas,8283,""
2014-06-01,CABA,Para Hoteles,1544,""
2014-06-01,Cuyo,1 y 2 estrellas,1046,""
2014-06-01,Cuyo,3 estrellas/boutiques/aparts,1850,""
2014-06-01,Cuyo,4 y 5 estrellas,2557,""
2014-06-01,Cuyo,Para Hoteles,745,""
2014-06-01,Córdoba,1 y 2 estrellas,862,""
2014-06-01,Córdoba,3 estrellas/boutiques/aparts,1146,""
2014-06-01,Córdoba,4 y 5 estrellas,905,""
2014-06-01,Córdoba,Para Hoteles,1314,""
2014-06-01,Litoral,1 y 2 estrellas,770,""
2014-06-01,Litoral,3 estrellas/boutiques/aparts,1915,""
2014-06-01,Litoral,4 y 5 estrellas,3550,""
2014-06-01,Litoral,Para Hoteles,1075,""
2014-06-01,Norte,1 y 2 estrellas,1050,""
2014-06-01,Norte,3 estrellas/boutiques/aparts,1883,""
2014-06-01,Norte,4 y 5 estrellas,1901,""
2014-06-01,Norte,Para Hoteles,1032,""
2014-06-01,Patagonia,1 y 2 estrellas,1357,""
2014-06-01,Patagonia,3 estrellas/boutiques/aparts,2274,""
2014-06-01,Patagonia,4 y 5 estrellas,2908,""
2014-06-01,Patagonia,Para Hoteles,1531,""
2014-07-01,Buenos Aires,1 y 2 estrellas,662,""
2014-07-01,Buenos Aires,3 estrellas/boutiques/aparts,1465,""
2014-07-01,Buenos Aires,4 y 5 estrellas,1328,""
2014-07-01,Buenos Aires,Para Hoteles,1394,""
2014-07-01,CABA,1 y 2 estrellas,925,""
2014-07-01,CABA,3 estrellas/boutiques/aparts,3559,""
2014-07-01,CABA,4 y 5 estrellas,8217,""
2014-07-01,CABA,Para Hoteles,1539,""
2014-07-01,Cuyo,1 y 2 estrellas,1080,""
2014-07-01,Cuyo,3 estrellas/boutiques/aparts,1930,""
2014-07-01,Cuyo,4 y 5 estrellas,2762,""
2014-07-01,Cuyo,Para Hoteles,815,""
2014-07-01,Córdoba,1 y 2 estrellas,1015,""
2014-07-01,Córdoba,3 estrellas/boutiques/aparts,1274,""
2014-07-01,Córdoba,4 y 5 estrellas,898,""
2014-07-01,Córdoba,Para Hoteles,1662,""
2014-07-01,Litoral,1 y 2 estrellas,789,""
2014-07-01,Litoral,3 estrellas/boutiques/aparts,1954,""
2014-07-01,Litoral,4 y 5 estrellas,3523,""
2014-07-01,Litoral,Para Hoteles,1129,""
2014-07-01,Norte,1 y 2 estrellas,1210,""
2014-07-01,Norte,3 estrellas/boutiques/aparts,1889,""
2014-07-01,Norte,4 y 5 estrellas,1978,""
2014-07-01,Norte,Para Hoteles,1333,""
2014-07-01,Patagonia,1 y 2 estrellas,1761,""
2014-07-01,Patagonia,3 estrellas/boutiques/aparts,2565,""
2014-07-01,Patagonia,4 y 5 estrellas,3011,""
2014-07-01,Patagonia,Para Hoteles,1996,""
2014-08-01,Buenos Aires,1 y 2 estrellas,664,""
2014-08-01,Buenos Aires,3 estrellas/boutiques/aparts,1430,""
2014-08-01,Buenos Aires,4 y 5 estrellas,1383,""
2014-08-01,Buenos Aires,Para Hoteles,1547,""
2014-08-01,CABA,1 y 2 estrellas,942,""
2014-08-01,CABA,3 estrellas/boutiques/aparts,3550,""
2014-08-01,CABA,4 y 5 estrellas,8350,""
2014-08-01,CABA,Para Hoteles,1451,""
2014-08-01,Cuyo,1 y 2 estrellas,1036,""
2014-08-01,Cuyo,3 estrellas/boutiques/aparts,1793,""
2014-08-01,Cuyo,4 y 5 estrellas,2903,""
2014-08-01,Cuyo,Para Hoteles,763,""
2014-08-01,Córdoba,1 y 2 estrellas,888,""
2014-08-01,Córdoba,3 estrellas/boutiques/aparts,1216,""
2014-08-01,Córdoba,4 y 5 estrellas,932,""
2014-08-01,Córdoba,Para Hoteles,1369,""
2014-08-01,Litoral,1 y 2 estrellas,783,""
2014-08-01,Litoral,3 estrellas/boutiques/aparts,1976,""
2014-08-01,Litoral,4 y 5 estrellas,3525,""
2014-08-01,Litoral,Para Hoteles,1181,""
2014-08-01,Norte,1 y 2 estrellas,1152,""
2014-08-01,Norte,3 estrellas/boutiques/aparts,1830,""
2014-08-01,Norte,4 y 5 estrellas,1964,""
2014-08-01,Norte,Para Hoteles,1139,""
2014-08-01,Patagonia,1 y 2 estrellas,1843,""
2014-08-01,Patagonia,3 estrellas/boutiques/aparts,2599,""
2014-08-01,Patagonia,4 y 5 estrellas,3181,""
2014-08-01,Patagonia,Para Hoteles,1955,""
2014-09-01,Buenos Aires,1 y 2 estrellas,705,""
2014-09-01,Buenos Aires,3 estrellas/boutiques/aparts,1441,""
2014-09-01,Buenos Aires,4 y 5 estrellas,1420,""
2014-09-01,Buenos Aires,Para Hoteles,1737,""
2014-09-01,CABA,1 y 2 estrellas,913,""
2014-09-01,CABA,3 estrellas/boutiques/aparts,3549,""
2014-09-01,CABA,4 y 5 estrellas,8281,""
2014-09-01,CABA,Para Hoteles,1463,""
2014-09-01,Cuyo,1 y 2 estrellas,1007,""
2014-09-01,Cuyo,3 estrellas/boutiques/aparts,1853,""
2014-09-01,Cuyo,4 y 5 estrellas,2748,""
2014-09-01,Cuyo,Para Hoteles,775,""
2014-09-01,Córdoba,1 y 2 estrellas,973,""
2014-09-01,Córdoba,3 estrellas/boutiques/aparts,1188,""
2014-09-01,Córdoba,4 y 5 estrellas,902,""
2014-09-01,Córdoba,Para Hoteles,1279,""
2014-09-01,Litoral,1 y 2 estrellas,779,""
2014-09-01,Litoral,3 estrellas/boutiques/aparts,1861,""
2014-09-01,Litoral,4 y 5 estrellas,3572,""
2014-09-01,Litoral,Para Hoteles,1126,""
2014-09-01,Norte,1 y 2 estrellas,1098,""
2014-09-01,Norte,3 estrellas/boutiques/aparts,1992,""
2014-09-01,Norte,4 y 5 estrellas,1920,""
2014-09-01,Norte,Para Hoteles,1023,""
2014-09-01,Patagonia,1 y 2 estrellas,1921,""
2014-09-01,Patagonia,3 estrellas/boutiques/aparts,2648,""
2014-09-01,Patagonia,4 y 5 estrellas,3212,""
2014-09-01,Patagonia,Para Hoteles,1827,""
2014-10-01,Buenos Aires,1 y 2 estrellas,772,""
2014-10-01,Buenos Aires,3 estrellas/boutiques/aparts,1617,""
2014-10-01,Buenos Aires,4 y 5 estrellas,1520,""
2014-10-01,Buenos Aires,Para Hoteles,1868,""
2014-10-01,CABA,1 y 2 estrellas,920,""
2014-10-01,CABA,3 estrellas/boutiques/aparts,3597,""
2014-10-01,CABA,4 y 5 estrellas,8451,""
2014-10-01,CABA,Para Hoteles,1475,""
2014-10-01,Cuyo,1 y 2 estrellas,1071,""
2014-10-01,Cuyo,3 estrellas/boutiques/aparts,1948,""
2014-10-01,Cuyo,4 y 5 estrellas,2718,""
2014-10-01,Cuyo,Para Hoteles,777,""
2014-10-01,Córdoba,1 y 2 estrellas,1044,""
2014-10-01,Córdoba,3 estrellas/boutiques/aparts,1180,""
2014-10-01,Córdoba,4 y 5 estrellas,920,""
2014-10-01,Córdoba,Para Hoteles,1562,""
2014-10-01,Litoral,1 y 2 estrellas,764,""
2014-10-01,Litoral,3 estrellas/boutiques/aparts,1827,""
2014-10-01,Litoral,4 y 5 estrellas,3651,""
2014-10-01,Litoral,Para Hoteles,1234,""
2014-10-01,Norte,1 y 2 estrellas,799,""
2014-10-01,Norte,3 estrellas/boutiques/aparts,1832,""
2014-10-01,Norte,4 y 5 estrellas,1955,""
2014-10-01,Norte,Para Hoteles,1167,""
2014-10-01,Patagonia,1 y 2 estrellas,1876,""
2014-10-01,Patagonia,3 estrellas/boutiques/aparts,2559,""
2014-10-01,Patagonia,4 y 5 estrellas,3132,""
2014-10-01,Patagonia,Para Hoteles,1726,""
2014-11-01,Buenos Aires,1 y 2 estrellas,798,""
2014-11-01,Buenos Aires,3 estrellas/boutiques/aparts,1654,""
